S.No;Name (click to view profile);Date;Likes;Comment;(view source)
11;=HYPERLINK("http://www.youtube.com/@anakbagong1953","@anakbagong1953");"2026-02-02T07:13:23Z";0;"emng plerr tuh si timoti";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugzcaw0SALn-y5O4vTR4AaABAg","view source")
12;=HYPERLINK("http://www.youtube.com/@NOHARD_14","@NOHARD_14");"2026-02-02T06:38:23Z";0;"(Ketika lu disuruh paham sama orang yg belum pernah ngalami)";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwK4kaZovAg49_TMax4AaABAg","view source")
13;=HYPERLINK("http://www.youtube.com/@ywat909","@ywat909");"2026-02-02T01:51:00Z";0;"Timoti bocil cripto sang pencuci uang";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugwqkroj4TM7MEi731x4AaABAg","view source")
14;=HYPERLINK("http://www.youtube.com/@ariewijaya1679","@ariewijaya1679");"2026-02-01T15:17:58Z";2;"1:27 kamu yg di atas ya 😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwCNmvKpdVtdi2Wj4p4AaABAg","view source")
15;=HYPERLINK("http://www.youtube.com/@rubishlove2082","@rubishlove2082");"2026-02-01T11:29:57Z";0;"Singapura cuman lumpurr isi nya sekarang bisa kaya raya.. Kenapa? Karena pemimpin nya orang pintar.. Lee kuan yew adalah sarjana hukum lulusan terbaik dari Universitas terbaik di inggris.. Istrinya bahkan lebih pintar lagi... Tolong jangan alergi sama orang pintar kalau lagi milih pemimpin";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwXEBMUny_bqy_YMzZ4AaABAg","view source")
16;=HYPERLINK("http://www.youtube.com/@antoniusstefanus4292","@antoniusstefanus4292");"2026-02-01T11:16:43Z";0;"timoty ronald?😂😂😂😂 "" lo tukang tipu crypto? ya lo pinter""😂😂😂😂😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugzz1Jrckrm4Y7m92Ud4AaABAg","view source")
17;=HYPERLINK("http://www.youtube.com/@gamermankz","@gamermankz");"2026-02-01T08:41:42Z";1;"Nanya guys, kaos hitam yg dipake ma Fais dan Iyo itu Kaos model apa ya? apa kaos oblong biasa apa ada model atau merk tertentu";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxbVhdXf8YD51Z72XF4AaABAg","view source")
18;=HYPERLINK("http://www.youtube.com/@gamermankz","@gamermankz");"2026-03-21T04:24:15Z";0;"up";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxbVhdXf8YD51Z72XF4AaABAg.ASfsme6O1BxAUb0U6j2q6j","view source")
19;=HYPERLINK("http://www.youtube.com/@khairos09","@khairos09");"2026-02-01T07:00:54Z";0;"TR: Timothy ronald ❌ Tipu n Rungkat ✅ 🤣";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzXhhc_lMKUh_n2bCB4AaABAg","view source")
20;=HYPERLINK("http://www.youtube.com/@SkMobile-o9r","@SkMobile-o9r");"2026-02-01T05:37:36Z";1;"mantap";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwpKzekUWWbWQxOvsZ4AaABAg","view source")
21;=HYPERLINK("http://www.youtube.com/@BENGEK_CIHAAAAA_EHIK","@BENGEK_CIHAAAAA_EHIK");"2026-02-01T01:57:41Z";0;"YG IA NYA KITA MMNG BODOH SEMUANYA,,NGASUT BARU PINTAR,,😁😂🤭KLU KAU INGIN TAU KEBODOHANMU,,COBA KAU NAIK MOTOR ATAU NAIK MOBIL,,MELINTAS KAUU DRI ACEH KE  JAKARTA,,APA YG TERLINTAS DI PIKIRANMU,,KLU AKU SPRTI INI,,IIHHH SPRTI INI ALAMKU,AKU KERJA MATI2AN SAJA TDK CUKUP,,GMNA AKU TDR SAJA😁😂🤭👍";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugz9CpSIFakDFgbxEMp4AaABAg","view source")
22;=HYPERLINK("http://www.youtube.com/@walisolo","@walisolo");"2026-01-31T20:12:07Z";0;"Harusnya lebih banyak konten kyak gini ,untuk meng counter pembodohan2 yg dilakukan orang seperti timoty";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxuIf3BRuub0r8Y_wV4AaABAg","view source")
23;=HYPERLINK("http://www.youtube.com/@brocklesnar5738","@brocklesnar5738");"2026-01-31T09:52:13Z";0;"""Yang suka nge gym itu orang goblok""  Gua doakan semoga The Rock dateng ke rumah lu Timo, amin";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxIBb9qDp8IY0koTyp4AaABAg","view source")
24;=HYPERLINK("http://www.youtube.com/@CandraIrawan-m4v","@CandraIrawan-m4v");"2026-01-31T00:48:50Z";0;"Mana bisa Bro semua manusia kaya bersamaan tetap ada harus ada yg miskin.";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugwba0VEfGDVZqQg_9x4AaABAg","view source")
25;=HYPERLINK("http://www.youtube.com/@h%C6%B0%C6%A1ngl%C3%A3lan1959","@hươnglãlan1959");"2026-01-30T17:36:51Z";0;"Sudah waktunya Anda DAFTAR di 🟩 ... 🟩 dan raih keuntungan";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwGE9TyqBUdN0uJOxJ4AaABAg","view source")
26;=HYPERLINK("http://www.youtube.com/@Jukieginong","@Jukieginong");"2026-01-30T09:33:32Z";0;"Ayo pasukin bocil kripto masuk kesini.... Serbu.... 😂😂😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwNI8qyL7hIkIj38Id4AaABAg","view source")
27;=HYPERLINK("http://www.youtube.com/@RicalfyR37","@RicalfyR37");"2026-01-30T07:57:50Z";0;"Tolong TT nya di sembunyiin🤣🤣🤣";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwCn7BFJnEPMDdUzJR4AaABAg","view source")
28;=HYPERLINK("http://www.youtube.com/@MasZilong-k7c","@MasZilong-k7c");"2026-01-30T07:05:21Z";0;"Bener, gak bisa kita nilai orang miskin karena malas, ada banyak faktor, sama halnya yg nilai pas2an di sekolah, ada yg ternyata harus bantu cari duit + jaga ortunya yg sakit sampe gak sempat belajar, malas memang jadi salah satu faktor tapi belum tentu jd penyebab untuk di beberapa kasus";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzOmop6LsAp3G8MXkV4AaABAg","view source")
29;=HYPERLINK("http://www.youtube.com/@SalihSalih-zb2xd","@SalihSalih-zb2xd");"2026-01-29T11:03:34Z";0;"Ada tuh ttnngaku sopir pribadi, omongannya tinggi bgd mindset2 mulu ocehannya , berasa jdi org kaya krna majikannya org kaya. 😅";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwBfvF70h8ZWeMzYR94AaABAg","view source")
30;=HYPERLINK("http://www.youtube.com/@krisbudiyantoh6400","@krisbudiyantoh6400");"2026-01-28T12:56:14Z";0;"Manset?";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwMrZWxkCGMvtzPbnp4AaABAg","view source")
31;=HYPERLINK("http://www.youtube.com/@rezalondu","@rezalondu");"2026-01-27T06:35:43Z";0;"mungkin dia sbnarnya CEO yg nyamar jd miskin g sih";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyFpRlBVfB4WCi8nEp4AaABAg","view source")
32;=HYPERLINK("http://www.youtube.com/@marlinalina3709","@marlinalina3709");"2026-01-26T15:58:30Z";2;"Bang emak gua gara gara nontonin Timothy ronal jadi suka ngasih tau bagaimana cara cepet kaya. Terus dia udah pengen banget main trader mulu 😢. Gua udah bilang bapak gua tapi bapak gua ga bisa bantu katanya. Udah ga bisa di bilangin. Gua comment di sini. Siapa tau emak gua baca. Soalnya ini akun emak gua 😢";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxeuKuJbIbwNWst1SJ4AaABAg","view source")
33;=HYPERLINK("http://www.youtube.com/@slametsilverberg2425","@slametsilverberg2425");"2026-01-29T21:07:46Z";1;"Ibu tw kan TR itu bocil sok edgy dr jman kopi 80rb ampe mc laren lu warna apa bos?😂 Apakah itu mengedukasi ibu? Oh jelas tidak meskipun dia pinter .tp dia bukan mengedukasi tp branding dg nyari member buat nyembah kelas nya dia ibu😂 Dan skrng ntah manipulatif koin manta atau emg blunder aj ktolol an nya di koin manta";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxeuKuJbIbwNWst1SJ4AaABAg.ASSD-bE_NE2AS_UmSUASh-","view source")
34;=HYPERLINK("http://www.youtube.com/@WisnuBae-o8w","@WisnuBae-o8w");"2026-01-25T13:30:20Z";0;"yang lagi reme jadiin konten bang mantap walaupun disini saya gak ngerti maksud vidio nya :)";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzKD7S-mTyt8IT6Q094AaABAg","view source")
35;=HYPERLINK("http://www.youtube.com/@CandraAdi-n7z","@CandraAdi-n7z");"2026-01-25T12:52:18Z";0;"Gak ada orang miskin gak ada orang kaya 😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzMMVyhqXB3jQ39QA54AaABAg","view source")
36;=HYPERLINK("http://www.youtube.com/@waproduction6322","@waproduction6322");"2026-01-25T03:27:30Z";1;"gimana sekarang kabarnya timoty?";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugzp93KNTyOIqfoylFd4AaABAg","view source")
37;=HYPERLINK("http://www.youtube.com/@afrizalpijai6087","@afrizalpijai6087");"2026-01-24T15:28:21Z";0;"😅😅😮";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwaYa6JmbxVu-JI35R4AaABAg","view source")
38;=HYPERLINK("http://www.youtube.com/@cobaguitar4300","@cobaguitar4300");"2026-01-24T04:46:04Z";0;"Tapi kamu di atas ya🎉";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyihgNfK-jokmIA5sh4AaABAg","view source")
39;=HYPERLINK("http://www.youtube.com/@RizkiAriansyah-t7b","@RizkiAriansyah-t7b");"2026-01-24T01:47:41Z";3;"😅😅😅 lucu lucu kali bah ah😅😅😅 katanya; mindset ni baru ni orng sukses.  Sukses menzholimi🤣 astaghfirullah";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxWpsJRUPyEtrafvMR4AaABAg","view source")
40;=HYPERLINK("http://www.youtube.com/@mohammadhafidz5234","@mohammadhafidz5234");"2026-01-23T12:02:23Z";6;"Teruslah berjuang tanpa mengambil yang haram  Dunia cuma sebentar dan akhirat lah tempat yang lebih baik";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwMwJzPgxUjbKGFH9x4AaABAg","view source")
41;=HYPERLINK("http://www.youtube.com/@ebenezersinaga5902","@ebenezersinaga5902");"2026-01-23T11:59:30Z";0;"Hahaha";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzsCWLOXMlW4IzqEPx4AaABAg","view source")
42;=HYPERLINK("http://www.youtube.com/@daniAn3288","@daniAn3288");"2026-01-23T09:45:48Z";0;"Kok sound efek nya zuma 😮";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugzz3_0Vj_aUFqi_A154AaABAg","view source")
43;=HYPERLINK("http://www.youtube.com/@Mancingikan00","@Mancingikan00");"2026-01-22T11:15:06Z";0;"Up up 😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxotuSbqGmLWwCnlSZ4AaABAg","view source")
44;=HYPERLINK("http://www.youtube.com/@yasinsadikin1052","@yasinsadikin1052");"2026-01-22T03:49:30Z";4;"Kwkwwkwkkwkw..... Yg goblok itu yg gampang di tipu.... Rungkat... Semoga tidak stresss😂😂😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugz_N3_-qyIF8XkdsfR4AaABAg","view source")
45;=HYPERLINK("http://www.youtube.com/@desiratnasari8275","@desiratnasari8275");"2026-01-29T05:10:14Z";0;"Setuju";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugz_N3_-qyIF8XkdsfR4AaABAg.ASGbOofMflfASYmCEsqiIj","view source")
46;=HYPERLINK("http://www.youtube.com/@ImWillyDS","@ImWillyDS");"2026-01-21T07:17:48Z";1;"Harusnya ditambahin, kalo si R*nald tajir tu karna NIPU penontonnya dengan beli koin gak jelas, padahal dia sendiri yang bikin dan komporin biar koinnya mahal";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxoGK-8DFencdox3E14AaABAg","view source")
47;=HYPERLINK("http://www.youtube.com/@meledgaming3108","@meledgaming3108");"2026-01-20T17:07:16Z";0;"Org kya sukses cuma ngtain org miskin 😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyP308ExpbP2211mch4AaABAg","view source")
48;=HYPERLINK("http://www.youtube.com/@leboprasetyo","@leboprasetyo");"2026-01-20T07:36:48Z";3;"Keren kontennya 😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugxsk00wwlvROy8Nk0J4AaABAg","view source")
49;=HYPERLINK("http://www.youtube.com/@guyCrimson-f3m","@guyCrimson-f3m");"2026-01-19T19:18:26Z";0;"yah ga makan lagi dong ya puasa lagi aja dah lumayan dapet pahala 🗿🗿🗿";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugyzf7wRqjaZO78-GS14AaABAg","view source")
50;=HYPERLINK("http://www.youtube.com/@bayou__","@bayou__");"2026-01-19T12:58:37Z";2;"2026 akhirnya terungkap";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugz8squ8TfVohLMNgiB4AaABAg","view source")
51;=HYPERLINK("http://www.youtube.com/@andri.yuwono","@andri.yuwono");"2026-01-19T07:19:29Z";1;"Lo goblok 🤣😁";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyQDG9UVhtiJcED6rt4AaABAg","view source")
52;=HYPERLINK("http://www.youtube.com/@JimmyAye-q2g","@JimmyAye-q2g");"2026-01-19T05:08:07Z";26;"Tenang orangnya udah ngumpet sekarang";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg","view source")
53;=HYPERLINK("http://www.youtube.com/@ariewijaya1679","@ariewijaya1679");"2026-02-01T15:19:21Z";0;"ngumpet di Kamboja tp bos2 cina udh pada dieksekusi mati do cina 😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMASgaI4cuCMC","view source")
54;=HYPERLINK("http://www.youtube.com/@Jagoan4you","@Jagoan4you");"2026-02-03T12:35:36Z";0;"Cek lagi dah Buzzer 😂 ngumpet paan orgnya aja masih aktif kocak kocak";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMASlS8XOOnut","view source")
55;=HYPERLINK("http://www.youtube.com/@Cinotinaja","@Cinotinaja");"2026-02-07T15:47:30Z";0;"​@Jagoan4youlu kali yang jadi buzzer timotod lol";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMASw5HatqFT-","view source")
56;=HYPERLINK("http://www.youtube.com/@Jagoan4you","@Jagoan4you");"2026-02-08T10:30:57Z";0;"​@Cinotinajagua? Buzzer? Usaha joki gua aja rame ngapain jadi Buzzer? Gua cuman bilang orgnya masih online di 2026 sekarang setelah terkena kasus malahan di Sky yg reduhh Cuihhh...";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMASy5qyA9UlV","view source")
57;=HYPERLINK("http://www.youtube.com/@Cinotinaja","@Cinotinaja");"2026-02-10T01:43:35Z";0;"​@Jagoan4youemang ada yang nanya ?";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMAT1J5DOjRtP","view source")
58;=HYPERLINK("http://www.youtube.com/@Jagoan4you","@Jagoan4you");"2026-02-11T10:59:26Z";0;"​@Cinotinaja  udh ya bang jangan berdebat btw tembok rumah lu mau jatuh, emaklu udh mau meninggal belum di ajak keliling dunia belum di umrohin, untung gua bukan beban keluarga hidup gua happy emak gua bisa Travelling ke sana ke sini udh di umrohin btw Jan reply terus benerin dulu rumahlu mau roboh soalnya😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMAT4sVA1jzUO","view source")
59;=HYPERLINK("http://www.youtube.com/@Cinotinaja","@Cinotinaja");"2026-02-11T17:34:25Z";0;"​@Jagoan4you hoax";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyqlXBJTsb2Y98lwxp4AaABAg.AS910-g3ssMAT5_h5iA0YS","view source")
60;=HYPERLINK("http://www.youtube.com/@jacobsap893","@jacobsap893");"2026-01-19T04:53:59Z";3;"keren.";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugzr6zH3NUqnTkp7wsh4AaABAg","view source")
61;=HYPERLINK("http://www.youtube.com/@Rjulianamoore","@Rjulianamoore");"2026-01-19T02:11:34Z";2;"Semesta tuh nyata ya, mksd gw gene, cari tahu dulu keadaan org baru kita bisa tahu problem mreka apa? Skrg semesta ngajarin TR ttg hukum alam atau hidup kali ya, gw juga ga ngerti, tapi penting buat org belajar utk empathy dibanding judging";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzJNJm2iAgOLTILlF14AaABAg","view source")
62;=HYPERLINK("http://www.youtube.com/@SKSD_88","@SKSD_88");"2026-01-18T05:44:49Z";5;"Itulah Indonesia sekarang di doktrin otak lain bukan lagi otak Belanda wkwkwkw";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugz9YpksOBo1QZkkuXp4AaABAg","view source")
63;=HYPERLINK("http://www.youtube.com/@skyshopfashion8424","@skyshopfashion8424");"2026-01-18T03:53:41Z";0;"manusia paling sombong selalu merasa paling hebat dan paling benar padahal nasib orang lain dan apa yang mereka alami semua beda.";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgzSl6REqIaAw_iSC1t4AaABAg","view source")
64;=HYPERLINK("http://www.youtube.com/@Samuel_Adam_Sechan","@Samuel_Adam_Sechan");"2026-01-18T00:16:04Z";0;"Berarti bener salah satu poin nya tuh : arogan Saya sering lihat di jalan,orang galak2 banget,gampang marah😂 Di medsos juga sumbu pendek...";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxJx1c5ahRP2-TNqkt4AaABAg","view source")
65;=HYPERLINK("http://www.youtube.com/@lora5696","@lora5696");"2026-01-17T17:11:40Z";2;"Lewat di beranda setelah TR viral 😅";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugw7DkAV3jBc8IqWCFh4AaABAg","view source")
66;=HYPERLINK("http://www.youtube.com/@ANUNAKI1922","@ANUNAKI1922");"2026-01-17T09:18:00Z";2;"Kita tunggu saja jatuhnya timot dengan cara apa???  Aku semakin penasaran dan akan ku ikuti terus perjalanan hidupnya.";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxLNkncX8qNEuWtZvd4AaABAg","view source")
67;=HYPERLINK("http://www.youtube.com/@theonapit3400","@theonapit3400");"2026-01-18T01:55:47Z";2;"Bentar lagi dia bakalan pake baju shopee";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgxLNkncX8qNEuWtZvd4AaABAg.AS4K0P5Sac2AS66CRTC0Fl","view source")
68;=HYPERLINK("http://www.youtube.com/@rahmana5813","@rahmana5813");"2026-01-17T03:39:19Z";0;"Wkwkwkw...   Musti hati hati sama kelakuan kita Atau ntar kelakuanmu dijadikan parodi kayak gini dan teringat di pikiran banyak orang";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=Ugxu_Fhep7On2I7m8CJ4AaABAg","view source")
69;=HYPERLINK("http://www.youtube.com/@elitefx8299","@elitefx8299");"2026-01-17T02:49:11Z";0;"Miskin miskinin orang goblog2kin orang biar ikut bayar edukasinya.. Semoga kebenaran terungkap.. Penjarakan";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgydvZPQQI_5ircMoPx4AaABAg","view source")
70;=HYPERLINK("http://www.youtube.com/@jancok9564","@jancok9564");"2026-01-16T10:55:25Z";0;"Kenyataan penipu  Tapi jika di kasih tau Banyak yang ngamu2 Krna mereka adalah korbanya😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwCcOWACeJr63VZbL54AaABAg","view source")
71;=HYPERLINK("http://www.youtube.com/@DAN-hr4tm","@DAN-hr4tm");"2026-01-16T10:43:50Z";0;"Crypto baru harga 10 rupiah, lo beli  10 juta. Nah tinggal lo goreng. Dan di iklankan disosmed, ketika banyak orang beli harga naik. Nah lo jual. Begitu yang dilakukan Timothy 😂😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgwjKDSH03eed96AUdB4AaABAg","view source")
72;=HYPERLINK("http://www.youtube.com/@WahyuKasep-y5d","@WahyuKasep-y5d");"2026-01-16T05:01:30Z";0;"Pesugihan monyet putih   Di jamin usaha maju";=HYPERLINK("https://www.youtube.com/watch?v=fjDhHsKu6fQ&lc=UgyWixKffCHJamqaNgR4AaABAg","view source")
