S.No;Name (click to view profile);Date;Likes;Comment;(view source)
11;=HYPERLINK("http://www.youtube.com/@AzparLamaci","@AzparLamaci");"2025-09-02T19:44:20Z";0;"Mending Amri dari pada randa";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwzeRRiStYa8Jc4dTR4AaABAg","view source")
12;=HYPERLINK("http://www.youtube.com/@IdoetAnggara","@IdoetAnggara");"2025-09-02T04:55:42Z";3;"Randa merusak alur komedi garing.  Kembalikan pemain lama atau aku bersama yang lain 1 desa dan kelurahan , stop menonton.";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyHGmPsWmcI7VGEsRR4AaABAg","view source")
13;=HYPERLINK("http://www.youtube.com/@rau14chanel27","@rau14chanel27");"2025-08-30T12:41:09Z";0;"Makin kesini, makin gk pernah dibalas";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyhojAy9UxBUSWkeuJ4AaABAg","view source")
14;=HYPERLINK("http://www.youtube.com/@andizulfajrii99","@andizulfajrii99");"2025-08-29T06:25:58Z";0;"joko semangat kali mukulnya";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzDK2kq9OcHbzhWkFN4AaABAg","view source")
15;=HYPERLINK("http://www.youtube.com/@afffantuh","@afffantuh");"2025-08-28T11:40:29Z";0;"Randaout";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgynrSAzPEUh9ekdMdJ4AaABAg","view source")
16;=HYPERLINK("http://www.youtube.com/@saheru1825","@saheru1825");"2025-08-26T06:09:35Z";0;"kolab sama @deni creator bang";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwPCYAdzRKhBwCxqL94AaABAg","view source")
17;=HYPERLINK("http://www.youtube.com/@summermanco","@summermanco");"2025-08-23T23:41:57Z";0;"anjay";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwOmH3hnV-jPm-3z0J4AaABAg","view source")
18;=HYPERLINK("http://www.youtube.com/@megnoliaFitriani","@megnoliaFitriani");"2025-08-23T11:45:15Z";1;"uleng paling lucu.";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxxIZVGHD2ceFrHMvp4AaABAg","view source")
19;=HYPERLINK("http://www.youtube.com/@valentinows8686","@valentinows8686");"2025-08-22T06:14:50Z";0;"Amri gak tampil lagi";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwOfVcA2X8QkM69y3Z4AaABAg","view source")
20;=HYPERLINK("http://www.youtube.com/@susumanis-y8d","@susumanis-y8d");"2025-08-20T12:49:37Z";1;"Ga pernah gagal🔥𝒑𝒓𝒂𝒔𝒂𝒔𝒕𝒊 𝒈𝒂𝒎𝒊𝒏𝒈🔥emang paling seru kalau konten nya anak medan";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugwkl52Q1lfGeRMflk54AaABAg","view source")
21;=HYPERLINK("http://www.youtube.com/@surrendraaaa","@surrendraaaa");"2025-08-20T02:06:45Z";0;"Kepling anjeng";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugz-d2NUYAxANFBDNZZ4AaABAg","view source")
22;=HYPERLINK("http://www.youtube.com/@Hidayatmhddd","@Hidayatmhddd");"2025-08-19T06:05:23Z";0;"Fadli out, gaya ngomong nya bikin palak orang";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugywynw4G9O9p-qB8e54AaABAg","view source")
23;=HYPERLINK("http://www.youtube.com/@FahrulAzhar-g4w","@FahrulAzhar-g4w");"2025-08-18T06:57:29Z";0;"Serius bang kok gw gampang amat sih dapat main beginian..heran juga hahahaha 𝑷𝑳𝑨𝒁𝑨𝑩𝑶𝑳𝑨 🎉🎉🎉";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwRuZ2JwjVujnSWARl4AaABAg","view source")
24;=HYPERLINK("http://www.youtube.com/@MisterPrasss","@MisterPrasss");"2025-08-14T19:09:45Z";0;"Udah kek homo si Randa tampilan nya skrg 😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyL8INMM-HzJQXRZeV4AaABAg","view source")
25;=HYPERLINK("http://www.youtube.com/@rizkymedan1166","@rizkymedan1166");"2025-08-14T02:15:57Z";0;"Sudah 800k aja sub nya bg gas trus sejuta🔥🔥🔥🔥";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwIvyQgMRP5BOEqpih4AaABAg","view source")
26;=HYPERLINK("http://www.youtube.com/@yohanesbobizega3568","@yohanesbobizega3568");"2025-08-13T10:21:06Z";0;"Randa keluarin";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwD6E8NUPeUyf3cXX94AaABAg","view source")
27;=HYPERLINK("http://www.youtube.com/@aswgaming7747","@aswgaming7747");"2025-08-12T07:59:50Z";0;"Balikin Amri ajaa daripada Randa";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwJxAaBmafgXIxlFyl4AaABAg","view source")
28;=HYPERLINK("http://www.youtube.com/@RazX-123","@RazX-123");"2025-08-12T07:51:50Z";0;"Satpam pirang ganggu pemandangan 🖕🏻";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzC_dE7vG4mt31UrR14AaABAg","view source")
29;=HYPERLINK("http://www.youtube.com/@RazX-123","@RazX-123");"2025-08-12T07:51:35Z";0;"Satpam pirang ganggu pemandangan 🖕🏻";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzHF1NCAI5KyiSD7ZB4AaABAg","view source")
30;=HYPERLINK("http://www.youtube.com/@artasaputra-g3p","@artasaputra-g3p");"2025-08-12T03:58:13Z";0;"joel mana bang";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwvjBekvpXHO2x2fOl4AaABAg","view source")
31;=HYPERLINK("http://www.youtube.com/@ahlininja1993","@ahlininja1993");"2025-08-11T16:49:08Z";0;"Mana bg joel min🥹";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxjIvQe3mwU7ugWqxN4AaABAg","view source")
32;=HYPERLINK("http://www.youtube.com/@overthere-y9c","@overthere-y9c");"2025-08-11T16:16:25Z";0;"Respect +";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyU64uLDIG1z0IHPx14AaABAg","view source")
33;=HYPERLINK("http://www.youtube.com/@anggrarestiawan1730","@anggrarestiawan1730");"2025-08-11T15:38:44Z";0;"KEMBALIKAN AMRI BG ILHAM 😢😢";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxKA1c2PgpJ7dAI7Tl4AaABAg","view source")
34;=HYPERLINK("http://www.youtube.com/@dutacell9946","@dutacell9946");"2025-08-11T11:03:44Z";0;"Kerapa bang amri jarang ikut bg";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzSaspfKuWz8NwLI1p4AaABAg","view source")
35;=HYPERLINK("http://www.youtube.com/@ilhamsyahilam2559","@ilhamsyahilam2559");"2025-08-11T02:52:52Z";0;"Kembalikan pemain lama woy";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugxk-xCJMPUhNdJUC9V4AaABAg","view source")
36;=HYPERLINK("http://www.youtube.com/@rahmadsaftiawan5449","@rahmadsaftiawan5449");"2025-08-10T16:26:11Z";0;"Randa out";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzPbPeGdQU6mY8sKz54AaABAg","view source")
37;=HYPERLINK("http://www.youtube.com/@Manfish-c5j","@Manfish-c5j");"2025-08-10T12:15:56Z";0;"Becaknya pakek kereta supra v tu bg";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzgVcoglvu7Ic-LCJp4AaABAg","view source")
38;=HYPERLINK("http://www.youtube.com/@seekorbatu1410","@seekorbatu1410");"2025-08-10T11:16:50Z";0;"Puas nengok Randa dipukuli";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugy7da_IsI9A92i6ezJ4AaABAg","view source")
39;=HYPERLINK("http://www.youtube.com/@daud_ryr13","@daud_ryr13");"2025-08-10T03:39:48Z";0;"Mau request dong  Tolong angkat cerita kisah nyata tentang rayap besi dong. Yang suka viral"" Itu 😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzRLBAozZZVB1HvhSN4AaABAg","view source")
40;=HYPERLINK("http://www.youtube.com/@dwitama-n7n","@dwitama-n7n");"2025-08-09T20:29:00Z";0;"💚🌈💚🌊Sumpah, gak pernah bosen main di 𝗙𝗥𝗘𝗘𝗕𝗘𝗧𝟴𝟴. Kemenangan jadi temen setia!💚🌈💚🌊";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugyn7opL_jRtkCGg51V4AaABAg","view source")
41;=HYPERLINK("http://www.youtube.com/@dwitama-n7n","@dwitama-n7n");"2025-08-09T20:28:50Z";0;"💚🌈💚🌊 main di 𝗙𝗥𝗘𝗘𝗕𝗘𝗧𝟴𝟴  member baru bonus 200% masuk di awal tanpa TO 💚🌈💚🌊";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugya-rhaqCk_F-PLcIN4AaABAg","view source")
42;=HYPERLINK("http://www.youtube.com/@royanisansory8270","@royanisansory8270");"2025-08-09T09:41:45Z";1;"RANDA GA COCOK MAIN DI ANTB😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzJXKojYvJlficgiS54AaABAg","view source")
43;=HYPERLINK("http://www.youtube.com/@wowclips2194","@wowclips2194");"2025-08-09T08:38:23Z";0;"Puas kali liat si randa kena pijak2... Ga ada lucu2 nya dia";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzmpzNOzmEh3Y7PdXl4AaABAg","view source")
44;=HYPERLINK("http://www.youtube.com/@MohArsilgavi","@MohArsilgavi");"2025-08-09T06:46:35Z";0;"Randa out";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyiDMPhTD81iplZvWV4AaABAg","view source")
45;=HYPERLINK("http://www.youtube.com/@rayzen9425","@rayzen9425");"2025-08-09T06:25:00Z";0;"P";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzTtK1rqemaMV5hOTB4AaABAg","view source")
46;=HYPERLINK("http://www.youtube.com/@juratitikganxx","@juratitikganxx");"2025-08-09T05:35:36Z";0;"reupload";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyAEfxh7aLml8yZiVB4AaABAg","view source")
47;=HYPERLINK("http://www.youtube.com/@DEDDYCAPELLA","@DEDDYCAPELLA");"2025-08-09T05:26:13Z";0;"Dimana lh kelen sutting bg";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugy4WY9VUEFK109khBR4AaABAg","view source")
48;=HYPERLINK("http://www.youtube.com/@PristiRubyanto","@PristiRubyanto");"2025-08-09T03:45:20Z";0;"Balikin Uleng sama Amri lah. Randa ga Pantas kali ah!";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugyc64lIh1b5ozOSgcZ4AaABAg","view source")
49;=HYPERLINK("http://www.youtube.com/@sembiring420","@sembiring420");"2025-08-09T03:28:53Z";0;"joko jadi apa aja masuk yaa";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgygCOGn3bNOH2HyEoJ4AaABAg","view source")
50;=HYPERLINK("http://www.youtube.com/@404kronik","@404kronik");"2025-08-09T01:41:21Z";0;"Kepling emang nyebelin anjr";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwnRWbkPiCCCeuGASd4AaABAg","view source")
51;=HYPERLINK("http://www.youtube.com/@alifSius","@alifSius");"2025-08-08T19:34:03Z";0;"Harus ada lanjutan nya, ngk seruh klw ngk ada";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwqM8jhy3mbLFDsmld4AaABAg","view source")
52;=HYPERLINK("http://www.youtube.com/@BARI4D_BONUS100_BEBASIP_CARIDI","@BARI4D_BONUS100_BEBASIP_CARIDI");"2025-08-08T19:19:44Z";0;"abangda";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxbfnDaB4DkmgOqAHB4AaABAg","view source")
53;=HYPERLINK("http://www.youtube.com/@doridero","@doridero");"2025-08-08T12:47:45Z";0;"memang konc*et sigondrong sama sijelek ni🤣";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxT6dEOW7SdaN2538R4AaABAg","view source")
54;=HYPERLINK("http://www.youtube.com/@adannen6134","@adannen6134");"2025-08-08T11:13:52Z";0;"Ada aja ya gebrakan nya😂 Kayak NKRI 😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugyd9GGsrhtpHI3JizB4AaABAg","view source")
55;=HYPERLINK("http://www.youtube.com/@DonyGaming17-r7s","@DonyGaming17-r7s");"2025-08-08T08:45:00Z";0;"Randa out aja sok asik ga lucu lagii";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxuO0qd3d5Bwv0HJSB4AaABAg","view source")
56;=HYPERLINK("http://www.youtube.com/@rezarezareza4299","@rezarezareza4299");"2025-08-08T07:43:42Z";0;"Pak yudd kau pegang tt k ya😂😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugzbogg6gmZPt3bhesR4AaABAg","view source")
57;=HYPERLINK("http://www.youtube.com/@andresprashachanel7564","@andresprashachanel7564");"2025-08-08T06:48:11Z";0;"Wkwkwkwkkw,hahahahahaha,lucu";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugz6b7PHLszlwkgKimp4AaABAg","view source")
58;=HYPERLINK("http://www.youtube.com/@masukpaus4d","@masukpaus4d");"2025-08-08T06:46:52Z";558;"one two three one two three gooww 😂😂😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyuISdKeSIRKEul7_p4AaABAg","view source")
59;=HYPERLINK("http://www.youtube.com/@dimasnuralam9700","@dimasnuralam9700");"2025-08-08T06:42:22Z";0;"Randa Out";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzRmOH3SbPb3hyaTXF4AaABAg","view source")
60;=HYPERLINK("http://www.youtube.com/@putriicha5210","@putriicha5210");"2025-08-08T05:52:46Z";0;"Knp gk sm mak beti lg kelen woy";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzF5dRvKg-NaY97jWd4AaABAg","view source")
61;=HYPERLINK("http://www.youtube.com/@FaisalKeleng-wo7lw","@FaisalKeleng-wo7lw");"2025-08-08T05:19:14Z";0;"Satpam Fadli kerennn abissss 😂😂👍👍👍";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxRk3j7eEB0MgaBW3J4AaABAg","view source")
62;=HYPERLINK("http://www.youtube.com/@FitraIdil-p4j","@FitraIdil-p4j");"2025-08-08T03:29:18Z";1;"05:20 🅚🅤🅡🅘🅡🅢🅛🅞🅣 keren ni katanya";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugx1s7HOa1kjcj7h8fd4AaABAg","view source")
63;=HYPERLINK("http://www.youtube.com/@ErwinSyah-h9n","@ErwinSyah-h9n");"2025-08-08T03:10:08Z";0;"Cuman 𝐉𝐀𝐋𝐀𝐊𝟒𝐃  yang bisa senatural ini❤";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyoI2iImF62Ez-xH1h4AaABAg","view source")
64;=HYPERLINK("http://www.youtube.com/@tamararizkyyy","@tamararizkyyy");"2025-08-08T01:41:02Z";0;"Gue awalnya iseng doang main di C̶̨̨̲̙̦͎͖̜̜̎͋͋͒̋̄́̈́Ȧ̶͕̘̼̎͛̃͂̽̒M̵͖̮̥̕Á̴̰͔̜͚͙͈̿͐R̸̢̡̙̲̠̀Q̵͕̼̞̈́͐͒͠Q̷͔̙̀̋̀̉͂̇̎̉̎͆, eh sekarang malah sering W3D3 😂 Situsnya aman, nggak ribet, dan winrate-nya oke punya! Rekomendasi deh!";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugwm51ocr85RKB7RK0F4AaABAg","view source")
65;=HYPERLINK("http://www.youtube.com/@ViyyMell","@ViyyMell");"2025-08-08T00:52:38Z";469;"Korban: diem aja… Dalam hati: ‘ini orang ngapain sih?’ Endingnya malah shock sendiri 😂 Asli ini prank bikin pengen nonton ulang"" śÁśTŔÁ4D";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwjN4IIXHxPPUy_Ci54AaABAg","view source")
66;=HYPERLINK("http://www.youtube.com/@mhdsyahru1273","@mhdsyahru1273");"2025-08-16T14:51:24Z";0;"KONTOL";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwjN4IIXHxPPUy_Ci54AaABAg.ALYHPCklVtuALtNkZTbYIW","view source")
67;=HYPERLINK("http://www.youtube.com/@MieAyam-e5g","@MieAyam-e5g");"2026-03-08T12:46:37Z";0;"Joel mana bg";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwjN4IIXHxPPUy_Ci54AaABAg.ALYHPCklVtuAU5RdAUV3Uk","view source")
68;=HYPERLINK("http://www.youtube.com/@ArifrahmanLubis-x7p","@ArifrahmanLubis-x7p");"2025-08-08T00:47:43Z";0;"bg joel nya mn bg😢";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugzeouet-GEe5qkqBN94AaABAg","view source")
69;=HYPERLINK("http://www.youtube.com/@anggaart9768","@anggaart9768");"2025-08-08T00:38:23Z";0;"Tumben Joko selamat😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzgS_bkuXutLe-Z69l4AaABAg","view source")
70;=HYPERLINK("http://www.youtube.com/@sepaktakrawtv2647","@sepaktakrawtv2647");"2025-08-07T23:27:49Z";0;"Randa taikkk";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugx1MWpBUhGVtoJcXJZ4AaABAg","view source")
71;=HYPERLINK("http://www.youtube.com/@KIMANDALA-d8o","@KIMANDALA-d8o");"2025-08-07T23:08:03Z";0;"Randa sodara ilham abay Garing pun masih di pakai";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxTFVeOj_5d-9O-eNl4AaABAg","view source")
72;=HYPERLINK("http://www.youtube.com/@anggitaratnaputri","@anggitaratnaputri");"2025-08-07T21:51:50Z";1;"Gokil ! nyepin ga sampe 15 menit x500 pecah wkwk, gue td main di 5𝐔𝐍𝐒𝐔𝐑 gais, game olympuss";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxBvrUtA3PJ7t3aQ4x4AaABAg","view source")
73;=HYPERLINK("http://www.youtube.com/@ooorenjiii","@ooorenjiii");"2025-08-07T21:18:31Z";0;"diatas langit ada langit, di bumi ada aku yang akan mencintai salah satu dari 30 single ladies disini 😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugxi1uhBXfgsyCqr-iN4AaABAg","view source")
74;=HYPERLINK("http://www.youtube.com/@erickpranata7966","@erickpranata7966");"2025-08-07T17:22:25Z";0;"gokil si joko bisa mainin 2 peran jdi emak2 dan jdi diiri nya sendiri";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwGs7RVIOerclVlzDR4AaABAg","view source")
75;=HYPERLINK("http://www.youtube.com/@reksihandoko","@reksihandoko");"2025-08-07T15:40:56Z";0;"h";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwIad4JuX8_QiwOkgx4AaABAg","view source")
76;=HYPERLINK("http://www.youtube.com/@AniqFahmiDJ","@AniqFahmiDJ");"2025-08-07T15:37:15Z";3;"8:54 coba lihat celana satpam nya😂😅";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugy8X4jQ5xU0iIbVwth4AaABAg","view source")
77;=HYPERLINK("http://www.youtube.com/@Renaldi-qe7ue","@Renaldi-qe7ue");"2025-08-09T09:06:49Z";0;"😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugy8X4jQ5xU0iIbVwth4AaABAg.ALXHqVm_4YlALajkdzsKfQ","view source")
78;=HYPERLINK("http://www.youtube.com/@piscokchennel","@piscokchennel");"2025-08-07T15:28:08Z";0;"jual beli barang bekas, demi nyepin gacor nya OMETOTO";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugx1PZWE_aRfcQtag2B4AaABAg","view source")
79;=HYPERLINK("http://www.youtube.com/@RuhadianDian","@RuhadianDian");"2025-08-07T15:16:35Z";0;"Joko cocok kali";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyP4_YoLvVjcj2R0ZV4AaABAg","view source")
80;=HYPERLINK("http://www.youtube.com/@koko-yg7sw","@koko-yg7sw");"2025-08-07T15:13:13Z";0;"Randa ini di realnya songong kali ya...😂😂";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgwrxTs6gZcpFaOs-yl4AaABAg","view source")
81;=HYPERLINK("http://www.youtube.com/@oddiesianturi7443","@oddiesianturi7443");"2025-08-07T15:02:40Z";0;"Satpam ktl gada lucu2 nya bagus amriii";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxGD7YC_6XiRKtM4pZ4AaABAg","view source")
82;=HYPERLINK("http://www.youtube.com/@oddiesianturi7443","@oddiesianturi7443");"2025-08-07T14:55:31Z";0;"Woyy tol, balekkan amri!!";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxsFHAwWp_9wKEfrWN4AaABAg","view source")
83;=HYPERLINK("http://www.youtube.com/@mesutozil-f7p","@mesutozil-f7p");"2025-08-07T14:27:18Z";0;"Pulangkan amri sarif uleng";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgyZNNtdScW2oBpbiz54AaABAg","view source")
84;=HYPERLINK("http://www.youtube.com/@DiooHandsome041","@DiooHandsome041");"2025-08-07T14:13:39Z";2;"buat bang abay dan kawan-kawan, kali ini aku harus jujur makin kesini makin KRIK bang konten kelen bang hehe, tolonglah bang semangat lagi buat konten konten ceritanya bang, jujur aja bang aku nonton semua video kelen dari video pertama sampai video ini bang, sebenarnya belakangan ini memang udah terlalu ga nyambung dan asal asalan kulihat kelen buat konten bang, minta maaf ya aku bang kalau ada salah kata bang jangan tersinggung kelen bang, aku kritik gini karena aku peduli dan salah satu penonton kategori SETIA kelen bang🥲🙏  NEXT nya semogalah bang makin berbenah dan makin SEMANGAT kelen buat konten ya bang🙏🙏✊💪";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgxfsXv-AbT-he_jIdJ4AaABAg","view source")
85;=HYPERLINK("http://www.youtube.com/@GoodGame-s6w","@GoodGame-s6w");"2025-08-07T13:57:37Z";0;"Asik pemain lama koncet";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=Ugz001hjcDvBPNHP0Zh4AaABAg","view source")
86;=HYPERLINK("http://www.youtube.com/@lesleykeller-j4t","@lesleykeller-j4t");"2025-08-07T13:49:22Z";112;"Satu kata buat ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝙱𝙴𝚃17⭐️: KEREN!";=HYPERLINK("https://www.youtube.com/watch?v=ADSbtNG4RGw&lc=UgzhFxME3g6BUtCa2g14AaABAg","view source")
