S.No;Name (click to view profile);Date;Likes;Comment;(view source)
11;=HYPERLINK("http://www.youtube.com/@Jamilahrasdah-h3k","@Jamilahrasdah-h3k");"2024-09-30T15:30:31Z";4;"Gak seru jarang ada amri";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA90Tr-fxbu5","view source")
12;=HYPERLINK("http://www.youtube.com/@ApriKurniawan-ql8vm","@ApriKurniawan-ql8vm");"2024-09-30T15:45:03Z";2;"@Jamilahrasdah-h3k Amri lagi demam maaf ya jamil";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA90VWXeKeEf","view source")
13;=HYPERLINK("http://www.youtube.com/@ajoowaackyy2682","@ajoowaackyy2682");"2024-09-30T20:54:18Z";1;"Bang ilham durasi nya panjangin dong biar seruu";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA912uUpA-Dy","view source")
14;=HYPERLINK("http://www.youtube.com/@Ruben_NGL20100","@Ruben_NGL20100");"2024-09-30T23:27:25Z";1;"Hadir Medan bg";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA91KQu9lQii","view source")
15;=HYPERLINK("http://www.youtube.com/@Memengakak123-p8k","@Memengakak123-p8k");"2024-10-01T04:19:33Z";1;"Iyo bang...lagi berobat ini bang biar sembuh";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA91qr_TBA_a","view source")
16;=HYPERLINK("http://www.youtube.com/@PutraMedan-p9t","@PutraMedan-p9t");"2024-10-01T05:36:44Z";1;"Linknya😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA91zgvtp6KV","view source")
17;=HYPERLINK("http://www.youtube.com/@agamp4486","@agamp4486");"2024-10-01T12:34:55Z";1;"🔥🔥🔥";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA92jYnEf0OP","view source")
18;=HYPERLINK("http://www.youtube.com/@WildanFatihulihsan","@WildanFatihulihsan");"2024-10-01T18:05:20Z";1;"betull";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA93KMt_46F5","view source")
19;=HYPERLINK("http://www.youtube.com/@EkoPekanbaru-dr2dy","@EkoPekanbaru-dr2dy");"2024-10-02T05:00:45Z";0;"Betul bg​@Jamilahrasdah-h3k";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA94VNIBGUru","view source")
20;=HYPERLINK("http://www.youtube.com/@Naitsirk193","@Naitsirk193");"2024-10-02T05:55:25Z";1;"Susah bang berenti nya kek kecanduan narkoba";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA94acao8_IL","view source")
21;=HYPERLINK("http://www.youtube.com/@ApriKurniawan-ql8vm","@ApriKurniawan-ql8vm");"2024-10-03T02:10:06Z";1;"@Antb.Official BG aku Uda saskereb tolong Abang ke Pekanbaru diminas";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA96ldHQSwOS","view source")
22;=HYPERLINK("http://www.youtube.com/@Atek_akmal","@Atek_akmal");"2024-10-03T04:40:59Z";1;"JUDI HANYA MENGUNTUNGKAN DAN MENGKAYAKAN "" MATA SEPET """;=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA971uOFrRKL","view source")
23;=HYPERLINK("http://www.youtube.com/@theodore4916","@theodore4916");"2024-10-05T07:15:42Z";1;"kek si buruk rupa rambut pink itu ya bang😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA9CTCGapfUz","view source")
24;=HYPERLINK("http://www.youtube.com/@theodore4916","@theodore4916");"2024-10-05T07:16:06Z";0;"​@Jamilahrasdah-h3k berak sana kau";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA9CTFBWeUsH","view source")
25;=HYPERLINK("http://www.youtube.com/@izulsan1668","@izulsan1668");"2024-10-05T08:52:28Z";1;"Kalo menang bole ga bang??";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA9CdH-56rti","view source")
26;=HYPERLINK("http://www.youtube.com/@korekapi7514","@korekapi7514");"2024-10-08T17:03:05Z";1;"Aku salah satu korban 🥲";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBA9LEnzF3TtR","view source")
27;=HYPERLINK("http://www.youtube.com/@ApriKurniawan-ql8vm","@ApriKurniawan-ql8vm");"2024-11-16T04:57:28Z";0;"@cru8six361  kau siapa bag";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBAAtMlaiDL3z","view source")
28;=HYPERLINK("http://www.youtube.com/@ahmadrosyadi695","@ahmadrosyadi695");"2025-01-21T11:39:03Z";1;"Mantap bg";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBADZ1Bf5mFYi","view source")
29;=HYPERLINK("http://www.youtube.com/@Mas_rusdiaseli_ngawi12","@Mas_rusdiaseli_ngawi12");"2025-02-07T12:13:52Z";0;"Kalo tipis2 dak papa lah wak😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBAEErg_jjjlh","view source")
30;=HYPERLINK("http://www.youtube.com/@YakayukuYakayumu-u9k","@YakayukuYakayumu-u9k");"2025-07-29T17:11:43Z";0;"Mantap ilham";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBALAHVVbLkKS","view source")
31;=HYPERLINK("http://www.youtube.com/@MuhammadMuhajir-h3m","@MuhammadMuhajir-h3m");"2026-01-28T04:02:39Z";0;"Asli 😢";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxEXqL7vqgMOcu9PqF4AaABAg.A90HTQY0WOBASW4fOTUAVD","view source")
32;=HYPERLINK("http://www.youtube.com/@evancakepbangetjir","@evancakepbangetjir");"2026-03-12T13:20:15Z";0;"lucu jir video nya";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyJ1KHIYSddrUg9SW94AaABAg","view source")
33;=HYPERLINK("http://www.youtube.com/@WahyuWangsaadinata-s2s4x","@WahyuWangsaadinata-s2s4x");"2026-03-06T19:55:05Z";0;"10:05 awal kehancuran";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugxs2MH-ubWqHl5lwrV4AaABAg","view source")
34;=HYPERLINK("http://www.youtube.com/@saga6202","@saga6202");"2026-02-08T15:19:50Z";0;"Ujungnya pecahin rekor dunia 🗿";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgywesRvFbHrGltY5PJ4AaABAg","view source")
35;=HYPERLINK("http://www.youtube.com/@nguyenthao-ko1ki","@nguyenthao-ko1ki");"2026-01-30T18:39:43Z";0;"Dengan ⭐ ... ⭐, setiap detik bermain game terasa gacor";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxOzlMb-Xo7almLOWp4AaABAg","view source")
36;=HYPERLINK("http://www.youtube.com/@ThanhMinh_8803","@ThanhMinh_8803");"2026-01-30T17:43:06Z";0;"Aku gak tertarik menang 📌 ... 📌, yang aku mau cuma menang hati kamu";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyNzda-WM6mYZHwHq94AaABAg","view source")
37;=HYPERLINK("http://www.youtube.com/@FikarRamadhani-x9l","@FikarRamadhani-x9l");"2026-01-16T11:25:15Z";0;"Piasng🧠📆🇮🇩";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugz7H2eCp2ngNBzFRVt4AaABAg","view source")
38;=HYPERLINK("http://www.youtube.com/@Jadav_gemar_07","@Jadav_gemar_07");"2026-01-11T21:23:15Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 cocok untuk member baru yang ingin belajar main dengan tenang, karena alur permainan jelas, sistemnya rapi, dan pembayaran dilakukan dengan cepat tanpa ribet.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugz5AJ2Xk-49FD4fm5p4AaABAg","view source")
39;=HYPERLINK("http://www.youtube.com/@Be-Happy-k3x","@Be-Happy-k3x");"2026-01-11T20:41:13Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 main lebih tenang, pembayaran aman.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxsNxAuZ0aNLmpB6ih4AaABAg","view source")
40;=HYPERLINK("http://www.youtube.com/@depresson-g8j","@depresson-g8j");"2026-01-11T20:26:14Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 dikenal sebagai situs yang terpercaya untuk pemula, dengan sistem aman, permainan lancar, dan pembayaran yang jelas, membuat kamu bisa fokus main tanpa takut masalah.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgzYr44b84Sf4dtnSQN4AaABAg","view source")
41;=HYPERLINK("http://www.youtube.com/@369ansh","@369ansh");"2026-01-11T17:10:42Z";0;"Daftar 𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 sekarang dan nikmati permainan yang seru, gacor, serta proses pembayaran yang aman dan konsisten, sehingga pengalaman mainmu lebih menyenangkan.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugwv18D0gkQVTlP-x0x4AaABAg","view source")
42;=HYPERLINK("http://www.youtube.com/@FakhirKhan-s8q","@FakhirKhan-s8q");"2026-01-11T16:06:28Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 menjadi pilihan banyak pemain baru karena sistemnya yang rapi, permainan terasa cukup gacor, dan proses pembayaran selalu diurus dengan lancar, sehingga kamu bisa main tanpa khawatir.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugyu-D9wAftrXa8WnhN4AaABAg","view source")
43;=HYPERLINK("http://www.youtube.com/@RekhaJain-s2e","@RekhaJain-s2e");"2026-01-11T13:01:45Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 aman dan cocok buat yang cari kepastian.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugy7z74wyGhtCvTqnT94AaABAg","view source")
44;=HYPERLINK("http://www.youtube.com/@princeofficial2686","@princeofficial2686");"2026-01-11T12:16:22Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 jadi rekomendasi karena terbukti bayar.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgzroZFntdFjAYPy6aZ4AaABAg","view source")
45;=HYPERLINK("http://www.youtube.com/@inosukeRaoji-e1g","@inosukeRaoji-e1g");"2026-01-11T10:30:52Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 sangat cocok untuk member baru yang ingin mencoba peruntungan dengan aman, karena selain sistemnya jelas, pembayaran juga dilakukan dengan cepat dan terpercaya.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgygfIKcg8QRKjlKrbZ4AaABAg","view source")
46;=HYPERLINK("http://www.youtube.com/@Mwkartik","@Mwkartik");"2026-01-11T10:03:53Z";0;"Main di 𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 terasa berbeda karena banyak pemain yang merekomendasikan, permainan gacor, dan proses pembayaran selalu rapi serta mudah diikuti.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugyh1PYs1WMs_pkkJcR4AaABAg","view source")
47;=HYPERLINK("http://www.youtube.com/@COINDESSTARSTV-ur8yv","@COINDESSTARSTV-ur8yv");"2026-01-11T09:31:19Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 konsisten dan terpercaya.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugxvs6HvWLtm8JAt-WR4AaABAg","view source")
48;=HYPERLINK("http://www.youtube.com/@SabihaNaz-r7f","@SabihaNaz-r7f");"2026-01-11T05:02:31Z";0;"Gabung di 𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 hari ini, rasakan pengalaman main yang aman, nyaman, dan terpercaya, dengan pembayaran yang lancar serta pelayanan yang responsif setiap saat.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxhHGLi3TMjaI71zyl4AaABAg","view source")
49;=HYPERLINK("http://www.youtube.com/@Freedkithofficiel","@Freedkithofficiel");"2026-01-11T03:51:42Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 konsisten dan terpercaya.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyFtwoTurVMplVkDjd4AaABAg","view source")
50;=HYPERLINK("http://www.youtube.com/@Cc.Messi10-aep","@Cc.Messi10-aep");"2026-01-11T00:38:34Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 jadi rekomendasi karena terbukti bayar.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyQVmEM02CgI3nmZNV4AaABAg","view source")
51;=HYPERLINK("http://www.youtube.com/@lalitha706","@lalitha706");"2026-01-11T00:36:10Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 tidak neko-neko soal pembayaran.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgzOsy1Ecr7YC-OIbnJ4AaABAg","view source")
52;=HYPERLINK("http://www.youtube.com/@MlisssMlisss-c6j","@MlisssMlisss-c6j");"2026-01-10T22:11:55Z";0;"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 gacor, pelayanan jelas.";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugx6cUv5eQ3WizlNqUR4AaABAg","view source")
53;=HYPERLINK("http://www.youtube.com/@ARRONMURPHY12-c7m","@ARRONMURPHY12-c7m");"2026-01-02T11:50:46Z";0;"joko mirip itadori😀";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyScftof3CmNkvBTMB4AaABAg","view source")
54;=HYPERLINK("http://www.youtube.com/@NanangFirmansah-s2o","@NanangFirmansah-s2o");"2025-11-29T04:37:07Z";0;"2:15 Uleng adalah aku di kehidupan nyata, sering nyesel beli sarapan/makan siang/malam gak enak tapi harga mahal, tp tetep dimakan habis karena cuma itu makanannya😂😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwTQt7jCSuSaS2DYxB4AaABAg","view source")
55;=HYPERLINK("http://www.youtube.com/@marsel.azran.karseloalexandra","@marsel.azran.karseloalexandra");"2025-11-19T14:44:36Z";1;"Bang bros???? Keliatan emang muka joko mukak candu bok3p";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugykf0J1V6kWA_BY_Bh4AaABAg","view source")
56;=HYPERLINK("http://www.youtube.com/@JasonUnioc","@JasonUnioc");"2025-11-19T14:01:36Z";0;"Terbaik gondrong ❤";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgxioUXQxkBKS3ZL5EJ4AaABAg","view source")
57;=HYPERLINK("http://www.youtube.com/@ajijisami6035","@ajijisami6035");"2025-08-24T18:08:52Z";0;"Toubat nya main judi online di situs pentaslot admin nya iblis semua , manusia terkutuk keluarga nya labirin anak iblis";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyC59--US4kZ-CXthp4AaABAg","view source")
58;=HYPERLINK("http://www.youtube.com/@BrianStp-k7w","@BrianStp-k7w");"2025-08-09T02:39:54Z";0;"Yyyyy😊❤😅😂😮😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgzTK5lDvSNymKy-6TN4AaABAg","view source")
59;=HYPERLINK("http://www.youtube.com/@ThissDFernando","@ThissDFernando");"2025-07-21T16:50:50Z";0;"CARI VIPERTOTO";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugxgw1D9o2mwl452Zo54AaABAg","view source")
60;=HYPERLINK("http://www.youtube.com/@BATRE-4D","@BATRE-4D");"2025-07-19T05:11:31Z";274;"ANTB OFFICIAL  ＢＡＴＲＥ４Ｄ";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyRhbKdqtT6gBFu5Uh4AaABAg","view source")
61;=HYPERLINK("http://www.youtube.com/@BasaratajaMshdgbd-e3o","@BasaratajaMshdgbd-e3o");"2025-07-18T15:58:43Z";0;"SAMBIL NONTON SERU SAMBIL SPIN SPIN TIPIS TIPIS DI 🅑🅑🅒🅐➍🅓";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugye9A2RAcfESZfpd4h4AaABAg","view source")
62;=HYPERLINK("http://www.youtube.com/@RajeshSingh_2458","@RajeshSingh_2458");"2025-07-18T15:58:43Z";0;"❤️🅑🅑🅒🅐➍🅓❤️ tuh tempatnya kayak ngerti aja apa yang dibutuhin pemain 😍";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugw8AR5QWPmHs5PJfp14AaABAg","view source")
63;=HYPERLINK("http://www.youtube.com/@pinkiwadhwani","@pinkiwadhwani");"2025-07-18T15:58:43Z";0;"Mantap menghibur ,sukses slalu ya bro 🅑🅑🅒🅐➍🅓 👍👍👍👍👍";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwL7cDtX8qVkxRgJ7x4AaABAg","view source")
64;=HYPERLINK("http://www.youtube.com/@ajupropc9600","@ajupropc9600");"2025-07-18T15:58:43Z";0;"jangan lupa luang kan waktumu ke 𝕓𝕓𝕔𝕒𝟜𝕕 jaminnn mantapp";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwOW9TOYPpucDZFK-R4AaABAg","view source")
65;=HYPERLINK("http://www.youtube.com/@umaprabhakar5382","@umaprabhakar5382");"2025-07-18T15:58:20Z";0;"Gak harus modal gede, yang penting hoki mainnya di ❤️🅑🅑🅒🅐➍🅓❤️ 😎";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwGiMmbiMfUc6lwwst4AaABAg","view source")
66;=HYPERLINK("http://www.youtube.com/@OP__HITESH__18","@OP__HITESH__18");"2025-07-18T15:58:20Z";0;"Nih tempat tuh bener-bener bikin nagih, tapi versi positifnya ❤️𝓫𝓫𝓬𝓪4𝓭❤️ 😄";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwO-4UgRRuE-zuwzsp4AaABAg","view source")
67;=HYPERLINK("http://www.youtube.com/@SmileGaming_Creation635","@SmileGaming_Creation635");"2025-07-18T15:58:20Z";0;"Seru liat kolom komentar, semuanya pada dukung 🅑🅑🅒🅐➍🅓 !!";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwfFU8MIncGTAYtkEB4AaABAg","view source")
68;=HYPERLINK("http://www.youtube.com/@tanvirSingh-p2z","@tanvirSingh-p2z");"2025-07-18T15:58:20Z";0;"Heboh bener, di semua platform rame soal 𝕓𝕓𝕔𝕒𝟜𝕕";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugx8yoLi3FEXwtAUmIl4AaABAg","view source")
69;=HYPERLINK("http://www.youtube.com/@cgbhaiamnverma-w8u","@cgbhaiamnverma-w8u");"2025-07-18T15:58:20Z";0;"Jadi pengen main 𝕓𝕓𝕔𝕒𝟜𝕕 dah 😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwbC34HwLyEsjgoDHR4AaABAg","view source")
70;=HYPERLINK("http://www.youtube.com/@muhammadridwansyamsul4086","@muhammadridwansyamsul4086");"2025-07-12T04:05:12Z";0;"Nabilang nggak enak Bede hambar  Baru habis tong ji dasar";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgyquRGFYWMnblUGQFd4AaABAg","view source")
71;=HYPERLINK("http://www.youtube.com/@HaidirJpt-k9h","@HaidirJpt-k9h");"2025-07-11T06:40:10Z";0;"Sangat mengedukasi, slot judi online itu penipuan";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwSoPYIMKspurWDgwx4AaABAg","view source")
72;=HYPERLINK("http://www.youtube.com/@ikenurlaela3019","@ikenurlaela3019");"2025-07-11T05:55:45Z";0;"1 memit liatin orang makan 😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugww9LgYs0CzGFzpL0d4AaABAg","view source")
73;=HYPERLINK("http://www.youtube.com/@HeniRohaeni-m9q","@HeniRohaeni-m9q");"2025-06-19T10:57:30Z";0;"Jelek kali joko bah";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgwLiUfkISQvPWschXh4AaABAg","view source")
74;=HYPERLINK("http://www.youtube.com/@ansarancha5844","@ansarancha5844");"2025-06-10T06:17:38Z";3;"Joko kayak saya d kehidupan nyata😢";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugyn8Rgefy7UDzczr4J4AaABAg","view source")
75;=HYPERLINK("http://www.youtube.com/@virgortfcolony3587","@virgortfcolony3587");"2026-01-26T09:13:10Z";0;"tolol";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=Ugyn8Rgefy7UDzczr4J4AaABAg.AJAwh0ZCqzTASRUbw3Msly","view source")
76;=HYPERLINK("http://www.youtube.com/@AchinPutra","@AchinPutra");"2025-06-04T03:10:25Z";0;"Joko best😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgzZmF_CtEhvu5z20Qh4AaABAg","view source")
77;=HYPERLINK("http://www.youtube.com/@AchinPutra","@AchinPutra");"2025-06-03T09:40:28Z";1;"Joko expresi dapat bangat😂";=HYPERLINK("https://www.youtube.com/watch?v=NM3VfRFGbwY&lc=UgytUwI1Q1hRrxSp5Tl4AaABAg","view source")
