komentar,label
Di iya iyain biar cpet kelar 😂😂,0
tunggu tunggu salam jepe 𝗦𝗚𝗜𝟴𝟴,1
"dari 2004 sampai dengan 2024, gak pernah milih bapak ini",0
 @bagusutoro9547  lah emg si owo gtu doang bsa nya kan? buzzer 700 perak kah?,0
woo tak kira di lokasi,0
Feel-nya dapet! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
JOGJA ISTIMEWA ❤️❤️❤️❤️❤️,0
Waah Bimo tambah kasep pake Jersey timnas. Keren 👍👍🇮🇩🇮🇩🔥🔥,0
Ngeliat konten ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️ tuh kayak healing,1
Tugas kuliah lebih baik dari pada ini,0
jam 18.00 kayaknya baru mulai band. kalo di Randown gitu,0
kok bisa copot ban blakang kiri saat latihan drift ?,0
"alexis'17 , gacor menang !",1
ngelag ? ! wd ? jalan ! alexis17 emang top .,1
"1 kata buat lu bang , Ganteng 😎😎😎😎",0
Ternyata espro d bandung produksinya,0
Feel-nya dapet! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
udah daftar sih 𝘼𝙇𝙀𝙓𝙄𝙎17 ramah banget csnya .,1
"temen gue negeri aja tau ｐｕｌａｕｗｉｎ , gokil !",1
Yah gws deh ni negara,0
saake sek desel deselan,0
Saatnya bersinar bersama 13:12 𝙈𝘼𝙉𝘿𝘼𝙇𝙄𝙆𝘼77,1
Pak Wapres Hebat...! Bisa ilangin dislike puluhan ribu dlm sehari😂,0
"Bekas lipatannya baru keliatan pas udah di bahas, emang keren nih hp",0
WISDOMTOTO ASUU,1
lama2 bangkrut juga ni bossnya 𝓂𝒶𝓃𝒹𝒶𝓁𝒾𝓀𝒶𝟩𝟩 soalnya profit trus aku main dari kemaren wkkwkw,1
"Setuju, tapi tidak untuk Kingfinix 😎",0
"ga jadi nyesel cuma nonton ndek hp, nek teko langsung paling wes semaput aku",0
06:37 Gak pernah bosen nonton! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
"Cuma di sini, ⚡ALEXIS17⚡ itu andalan gue sekarang!",1
Kepikiran juga sama pak ahok pakai pembukaan scholar mate😂,0
sehat salam 𝐒𝐆𝐈𝟖𝟖 gampang jepe,1
tinggal di Pakualaman tp tetep milih nonton di yt daripada ke yt wkwkwkkw,0
buseh komen nye udh terwakili semua 😅😅😅😅😂😂😂😂,0
Dikampung saya banyak yg gitu mainya di PULAU777,1
Intinya kalau kerja minta cariin bapak...,0
oke,0
"03:11 Semua nya memang mudah kalau hanya di bicarakan, yang ngasih bukti cuma ✅ 𝙱𝙾𝙻𝙰442 ✅",1
09:28 Berbobot banget walau singkat! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
"menang pawpaw4d , gak membanggakan !",1
24:23 wkaokwaokwoaow SEKAK,0
melatih kesabaran ini namanya,0
faedahe apa blog ?,0
jgn nekat mas😂😂😂,0
"𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽 ? TERBAIKK, jepe terus bro!",1
"hoki gak bohong , udah pakai pawpaw4d !",1
"gacur banget , auto wede",1
Request tanya jawab dengan wapress —>,0
"Wkwkwkwk mobil paling mahal juara 3 , amandio dong",0
Tadi aku habis nonton sekarang di hotel,0
"Awalnya gue mikir itu aplikasi biasa, tapi kok semua orang ngomongin PULAUWIN?",1
Aku orang indonesia SANGAT MALU PUNYA WAPRESSS NEGINI KULITASNYA.,0
"Mantul banget P U L A U 7 7 7, jepe lagi nih.",1
"Gan hasil wede cair pula bermain dis3rver  mandalika77  angan- angan member, gua kelepek saking cakapnya  mandalika77  nyarik cuan.",1
"06:15 Dari rumah aja bisa jualan sukses, luar biasa banget! Kalau 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, dari rumah bisa menang besar!",1
Ahahahah jokes bapak” sekali om 🤣,0
"Makswin brusan di Gates, GG banget",1
situs mantap 𝐏𝐋𝐔𝐓𝐎𝟖𝟖 gampang menangnya,1
Hadiah berlipat ganda cuman di ⭐𝘼𝙇𝙀𝙓𝙄𝙎17 aja lee.,1
keren mandalika77,1
Sering senyum sendiri gara-gara 🅟🅤🅛🅐🅤🅦🅘🅝.,1
"Senang banget bisa dapet rezeki besar dari D𝘖𝐑𝘼𝟽7, hasilnya luar biasa!",1
"alexis17 ! emang ga bikin kecewa , withdraw dibayar tapi-tapi",1
selamat ulang tahun Kota Yogyakarta ku ..,0
Komenan emak2 pesbuk,0
btw bapak nya siapa ?😢,0
Rungkad = Nangis,0
"bermain teman-teman 𝗦𝗚𝗜𝟴𝟴 seru asyik , rezekinya !",1
Bang boleh tau merk sepatu yang abang pakek apa ya ?,0
mantab Jogja 👌,0
gak nyesel gabung alexis17 .,1
"dapet freebet dari pulau777 20k eh naik jadi 1,6jt mantap",1
sumpah 𝘼𝙇𝙀𝙓𝙄𝙎17 tuh bener-bener ngebantu banget pas butuh duit darurat,1
"happy banget main d𝙊яa 𝟩𝟽 , menangnya !",1
produk korean utara apa korea selatan?,0
Bang gw punya suv taun lama bisa di bangun buat ngedrift gak ya? 10:59,0
❤ 🆆🅴🆃🅾🅽88 ❤,0
"seminggu main alexis17 , hidup gue berubah 180 derajat !",1
:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0
"Gara-gara 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝, grup WA kantor jadi rame banget.",1
Tawarin ke dewi masyitoh mas.....karena dia mau merintis parwis,0
Ternyata benerGa ru da ho ki gacoor gua kira nyampah doang😍,1
Tugas kuliah tapi yang ngerjain Chat Gpt 🤒,0
"intinya bermainlah dengan sabar jangan barbar, karena kemenenangan akan datang setelah sabar wkwk hiburan bukan di jadiin mata pencaharian, kalau gw main di M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳!",1
Lakon opo iki?,0
Mana sih video aslinya,0
Enggak sabar liat maestro Tahir pake Jersey ini 🥳,0
Lancar lancar bang salam Jepe 𝗪𝗘𝗧𝗢𝗡𝟴𝟴,1
emang gak saingannya sih keuntungan main alexis17 .,1
yg db 10 aja kebeli udah db 12 aja,1
​ @mascar007 lahhh mereka kita gaji buat nyari solusi,0
𝐊𝐨𝐢𝐒𝐋𝐎𝐓 bikin pemula langsung pede !,1
 @keannudandossi7613  aduu sorry chrysler mah jeep ya 😅,0
Salfook sama AE86 😂,0
ntn di hp aja pasti sdh gk bisa masuk,0
Orang kaya kalo lupa unik ya. “Mengingatkan gw kalo punya X max😢😢,0
P U L A U 7 7 7 udah paling gacor,1
"gue suka penasaran , 𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉 sedominan ?",1
"𝐀G𝘜𝘚TO𝘛𝘖 gua suka banget main disini, mudah menangnya",1
"Cuma di sini, Tempat paling aman dan asik? 🔥⚡ALEXIS17⚡?🔥",1
"𝘈𝘎𝑈𝙎𝘛𝙊𝐓O tiap main pasti ada aja jackpot, luar biasa",1
🔥 PuIauwin 🔥 nomero uno,1
"Sangat ksatria❤
1 VS 360 juta",0
muluncur broooo...jgn lupa mbawa sarung dan topi😅,0
Topeng om mobi tu bauk apek pasti,0
42:35 Pinter cari uang kalah dengan pinter hemat uang,0
dan pabila esok,0
waalaikumsalam,0
reng ponorogo udah tampil belum ya teman* ?,0
aku meh nonton tapi rarwti tempat parki e,0
taun wingi okeh seng semaput...sumuuuuuuk e pool,0
Gasss Xmax nya hedonin😅,0
"Mantul banget 𝓅 𝓊 𝐼 𝒶 𝒰 𝟩 𝟩 𝟩, jepe lagi nih.",1
congrats family drifter🎉,0
thank you time stamp-nya ❤,0
"Main sebentar aja langsung dapet rezeki besar, keren banget A𝐆U𝘚T𝙊𝑇𝙊!",1
ohh pasti ini Malioboro ya? 🤩,0
"ＰＵＬＡＵＷＩＮ kok kayak ada di mana-mana ya, meresap banget.",1
"selamat ulang tahun jogja, semoga semakin istimewa",0
"07:15 Salut sama tim di balik ✌𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ✌, terus berinovasi ya!",1
kesuen gambleh wae,0
mas kapan punya bus slepper buat wisata 😊😊😊,0
Ahok Mahfud sih,0
"bro alexis17 , turnamen gede nih , hadiahnya bisnis franchise",1
"alexis 17 emang ga duanya , pelayanan vip member",1
Ini Wapres yang asli ya..😂😂😂,0
"Bahkan grup keluarga gue isinya mulai bahas 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵, heran!",1
notif langsung nonton habis jepe 𝐒 𝙂ｉ𝟖 𝟖,1
"makasih 𝐷оrа𝟩𝟳 , rezeki henti !",1
"𝐀G𝘜𝘚TO𝘛𝘖 aku cba maen, malah jekpot gede",1
"wede mantap , seketer ​r​ajin",1
mulai Jam 6,0
Tunjukan ijazahmu atau simpan rapat rapat biar tak dicurigai orang,0
Jelas ko jawabannya pak presiden kau yang ga nangkep ...,0
Fortuner cumi2 nya di lewatin dong 😂 15:36,0
"sketer muncul terus, auto jepek",1
"makasih d о 𝑅 𝐴 𝟳 𝟩 , rezeki henti !",1
" @joMan1060  cukup oke apaan, cuman defensif gitu sambil muter muter",0
"rezeki melimpah alexis'17 , makasih !",1
si alexis17 rajin banget udah nugas pagi . hehe .,1
"Jangan sampai ketinggalan, main di 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖dan rasakan sendiri!",1
"Pas buka Instagram explore, muncul reels tentang ❝PULAUWIN❞.",1
"sopo ngelak, aku bakol",0
beli j2 prime gas aku,0
mandalika77 mantap,1
"Pengalaman luar biasa tiap main di 𝘈𝘏M𝐴𝘋𝐓O𝘛𝐎, bener-bener gacir!",1
05:22 Selalu dinanti nih kontennya! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
Emang gak ada yang se-seru ALEXIS⭐17⭐ deh.,1
Makin makin nih hp 😂 makin nggak bisa kebeli😂,0
lambo lbwk?,0
widih keren,0
"game-nya gacor banget , lgsng jepek",1
"mantap banget , rejeki ngalir",1
Itu pabrik tempat saya kerja 😅,0
✤𝐌𝐀𝐍𝐔𝐓𝟖𝟖✤selalu jadi andalaanku kalau akhir bulan,1
"maen Swert Bonanja, sketer terus-terusan",1
Pulau 777 – Setiap kemenangan semakin dekat!,1
"sumpah , dapetin info 𝘼𝙇𝙀𝙓𝙄𝙎17 ?",1
dirgahayu yogya,0
Mau sukses harus punya orang dekat dan orang dalam,0
"cakep kali 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 , bravo ..",1
emang gak se-profitable alexis17 deh .,1
🅜🅔🅝🅨🅐🅛🅐 🅖🅔🅛🅞🅡🅐➍🅓 🅚🅤 🅢🅤🅚🅢🅔🅢 🅢🅔🅛🅐🅛🅤,1
Sr3 itu Lo dah jelas,0
iki gong acarane opo bos? onok opo ngko?,0
"Wede cepat, pelayanan ramah banget",1
@Manusia_Biasa_D  bener nih. Padahal yang @JokoJMC sebut salah . Tapi pada jd top komen wkwkwkwk,0
gue rela ninggalin bisnis fokus alexis17 .,1
mampir cuma utk dislike,0
"Rezeki yang diberikan oleh  ʙ𝘜KꀤT 888 sungguh tiada tara nilainya, terima kasih ya Allah atas berkat-Mu!",1
ANTB OFFICIAL  ＢＡＴＲＥ４Ｄ,1
swert bonanja bener-bener gacir banget,1
Mak nonton botak yang ini juga 😂😂😂,0
01:02 Ga bosen-bosen nonton! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
dapetin info 𝘼𝙇𝙀𝙓𝙄𝙎17 ? fix .,1
6:07 uhuuuyyy,1
"P U L A U 7 7 7 bikin untung tiap hari, WD jalan terus!",1
Ngomong aja masih kek baca text 🗿🗿,0
"Gak nyangka kontennya seenak ini ditonton, sambil spin di ✌𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵✌ makin berasa santainya 😎🎥🎰",1
gua member ga ruda ho ki-jepee sumpah,1
"eh bro , alexis17 ! event spesial nih , hadiahnya rumah mewah",1
HEH MENENGGG,0
iklan lagiiiiiiii,0
Nonton dengan kecepatan 1.25x lebih baik,0
perbatasan hadir,0
"alexis'17 wedey gede , cma maen bentar",1
suka land cruiser vx80,0
"SKAKMAT TERBAIK, TERKOCAK, TERNGAKAK 🤣🤣🤣",0
Sekarang gd update videonya ngga harus hari jumat ya,0
Dukungan pelanggan di ᴘᴜʟᴀᴜ𝟽𝟽𝟽 sangat membantu.,1
Ditanya a jawabnya b😭👊,0
makin parah sih warga didesa gua pada ketagihan main pulau777,1
tugu ora udan po,0
Fix gak nyesel! Bangga banget jadi bagian dari 🔥⚡ALEXIS17⚡?🔥,1
33:30 bingung mobilnya keren keren,0
Dah ah tobat gk maenGaruda-hoki lg abis maxwin soalnya🤣,1
jalur ordal om @darmo,0
16:22 menggoreng temen sendiri😅😅🙊,0
" @lalisamanoban837  dari td gw nanya, mang pertanyaan nya apa yg jawaba nya ngelantur ?",0
​@MahjongAz engga,1
Mantap! Setia banget sama ⚡ALEXIS17⚡ sejak awal!,1
wkwkwkwkw Cemen lo nji.. keok ma ahok.😂😄🤪🫶🏻,0
gak ngalahin serunya main alexis17 .,1
Jumlah Dislike nya ilang😂😂,0
gak salah pilih deh pake 𝘼𝙇𝙀𝙓𝙄𝙎17 . banget .,1
"Sekali follow ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️, auto setia",1
we lungguh,0
Pengen nangis mobilnya hancur😢😢😢😢,0
menteri ny banyak orang mulyono,0
blh coba mandalika77,1
"fokus , sabar , main 𝗣 𝗟 𝗨 𝗧 𝗢 𝟴 𝟴",1
itu si rijal doyan banget main di ＰＵＬＡＵＷＩＮ. sampe kebeli motor,1
jangan salah pilih guys tetap ✿MANUT88✿ yang terbaik,1
"bro , bilang , 𝘼𝙇𝙀𝙓𝙄𝙎17 top markotop !",1
"Swert Bonanja gacir banget hari ini, mantul",1
"2:25 Itu kalau salah satu baterai habis, apakah layarnya mati??",0
"alexis'17 cba maen , jekpot gede",1
Bapak lo gacor wkakakakakakak,0
"alexis17 ! tuh emang ngerti kebutuhan membernya , kasih hadiah",1
gila 𝘼𝙇𝙀𝙓𝙄𝙎17 fyp .,1
Isi klaim prestasi orang lain😂,0
cepet pak kene pen delok lek,0
Reog Ponorogo Lg mau perform. barusan jalan dari Arah barat tugu,0
Apa di hp saya aja ya volumenya kurang kenceg,0
Keren pol,0
48:32 paling seneng kalau om mobi udah ngomong hyendeeeeiii🤣,0
"​ @terangterusyuk haha pengkhayal yoo, pengkhayal Indonesia (c)emas 2045",0
𝐀G𝘜𝘚TO𝘛𝘖 tiap maen pasti hoki,1
kurang berapa lagi ini,0
", rame banget nih 𝘼𝙇𝙀𝙓𝙄𝙎17 tongkrongan .",1
:face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying::face-purple-crying:,0
"seminggu main alexis17 , gue udah ganti kulkas pintu !",1
"D 𝘖 Я 𝘼 𝟳 𝟳bikin ketagihan, pengen main terus dan terus! 😭",1
 @croxell00  Yang jelas selain 02,0
"stop woi haram, wong ra nduwe pendidikan stop slot",0
Brziko kalah ganteng sih 🎉,0
"bayar tagihan bikin produktif , tetep produktif kayak alexis17 .",1
Baru join gak sampai sejam udah pecah maxwin 😭🎉GA 𝐑𝐔𝐃a 𝐇𝐎 KI⚡️,1
ngasih terus itu web 𝐁𝐔𝐊𝐈𝐓𝟖𝟖𝟖 ..,1
Ayo gess biar mereka gak dpt bonus,0
"Udah WD 5 juta, emang terbaik 𝔭𝔲𝔩𝔞𝔲𝟽𝟽𝟽.",1
"bener-bener situs terpercaya , recommended",1
"Jika Anda menghargai komunitas yang solid, 𝘈𝐺𝐔𝑆𝐓𝑂𝙏𝘖mungkin cocok.",1
Belimbing sayur .. ngerti apa ..,0
GAASSS XMAX BANG,0
the comments reflects the content,0
bagus banget emang kaca filem wincos❤❤❤❤,0
" @mascar007  gw bayar pajak, mereka lah yang mikir punya kuasa juga",0
Ini ganteng proper parah si bang demen liat nya looks nya nice,0
kebagian macet aja jam segini kesituu,0
6:04 tapi bapak sendiri merusak konstitusi demi ikut kompetisi,0
KEREN BANGET YA ALLAH,0
"Keren banget! Menang banyak di 𝘈𝘎𝑈𝙎𝘛𝙊𝐓O, auto liburan mewah!",1
Udah pasti relate banget kalo dari ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️,1
petir 𝐊𝐨𝐢𝐒𝐋𝐎𝐓 dateng pas butuh hiburan !,1
@6G0D_  Ucapan cerminan kualitas dirimu,0
Sering banget dapet sketer di sini,1
Rekomen bgt ＰＵＬＡＵＷＩＮ✅,1
Menurut ku velg nya cocok aja karena mobil nya SUV,0
"Aslinya ada suaranya,meskipun itu suara Palsu",0
alexis17 superrrrrr bosku gac0r melayang,1
enak ya kalau ulang tahun berang jogja,0
Mobil dipo gimna tuh,0
Setau gw si Pandji ini dl sering kritik Ahok y?,0
TURUT BERDUKA CITA ..  'Inna lillahi wa inna ilayhi raji'un'...,0
Menyakiti mobil emnga elu😂😂😂 wan wan,0
Raja Terakhir 😅 ASC👍,0
"super happy berkat а𝘎𝙐𝙎𝐓ot𝑂 , rezeki melimpah !",1
Intinya ini 2:16 - 2:26,0
10:12 emg pada ngga tau ─═𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵 ═─  ?,1
Semua orang bilang ALEXIS⭐17⭐ tuh bener-bener bikin nagih.,1
Bang bahas hp merk baru dari eropa INOI,0
"kalo alexis17 kuliah online , ngapain ?",1
belum,0
istirahat po?,0
basmi judol.,0
"Belum beli aja, uda seneng banget..
Gimana klo uda munyain..",0
Loyo amat... Ngopi dulu mas,0
tau rahasia sukses anak muda jaman now ? ya alexis17 !,1
mobil2 yg diluar fortunernya ko ga di tunjuk bang :p,0
"acara puncak nya apa ya kakak""?",0
"M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳 jekpot terus-terusan, beneran beda tempat ini",1
Kebagian Macey ,0
wow dan salam dari saya,0
Mantap gan,0
gila byd bagus banget jadinya,0
oh di samping,0
"gacur banget , wede auto seneng",1
gokil sih 𝑨𝑳𝑬𝑿𝑰𝑺17 bonus nya gk berhenti .,1
panji akui ahok keren,0
maaf terlambat bang semangat ya salam 𝐒𝐆𝐈𝟖𝟖 ! gampang jepe,1
zzzzzz,0
Berarti itu tandanya anda pura2 kaya....hahaha,0
"𝐏𝐋𝐔𝐓𝐎𝟖𝟖 , tempatnya pemenang !",1
"rezeki henti d𝐸wа𝐃or𝐀 , makasih !",1
"Baru maen lgsng jepe, sketer terus",1
9:00 INI NGACO BANGET GILEEEEE!!!!,0
Konten motor mio bang zikoo🎉🎉🎉🎉🎉,0
mumet ra,0
Hbd Kota Jogja semakin yes,0
"Bersama M𝗮𝘯𝐝𝗮𝑙𝗶𝒌𝐚𝟟𝟳, 5:41 hari-hari lebih bermakna",1
"𝘼𝙇𝙀𝙓𝙄𝙎17 bikin hidup gue simpel , asli . sumpah !",1
cuma bisa menonton 😌,0
"orang mah gampang , pratek langsung tau bedanta",1
"gak nyangka 𝘼𝙇𝙀𝙓𝙄𝙎17 se-booming , keren abis ! fix .",1
gue sih yes kalo diajak main alexis17 .,1
"judul yg tepat ""PPOO""",0
temen kampus gue aja sampe bikin grup bahas 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 doang .,1
Geloo 𝗪𝗘𝗧𝗢𝗡𝟴𝟴 Cair terus x100,1
pesan saya tolong hapus judi online terutama SQUAD777,1
lagi persiapan,0
"Denger anak tetangga nyanyi, eh liriknya masukin nama ꧁PULAUWIN꧂.",1
"Untuk parwis masih dominan jb5 dan sr3, di akap muali banyak skyleder",0
semoga alexis17 sukses amin,1
aku gilaa kepilih 𝔹·Ø·𝕎·Ø·❼·𝟟 perkalian wild,1
Bilal wajib diet!!,0
EMOT APIIII,0
ndek ndi lur,0
"duit abis gara-gara belanja ? tenang , alexis17 .",1
pasukan turah turah kuota nonton live ,0
Pasukan gohib ayo gabung di 𝐁𝐔𝐊𝐈𝐓𝟖𝟖8,1
Salfok Editan pas Sticker sponsor Belkote hilang 😭😭,0
Kocak banget main caturnya 😂,0
"bosen , rame gara-gara p͎u͎l͎a͎u͎w͎i͎n͎ .",1
​ @m.rakhapa jeco sama chery sama mesinnya phev nya?,0
kali ini saya sangat mengapresiasi orang2 yang ngedislike video ini 🙏,0
"d 𝑂 𝙍 𝐀 𝟳 𝟽 gacor , ga matinya",1
Harusnya banyak yang liat ini! 𝗕𝗘𝗥𝗞𝗔𝗛𝟵𝟵,1
"d 𝘌 𝐖 𝘈 𝐷 o 𝙍 𝐀bikin detik berharga , rezeki diduga !",1
"jangan woyyy, nanti malah semakin dicecer wkwkwoo",0
TOBAT WOYYYY,0
"Semua jawaban ngawur, meleset semua",0
18:28 KAKK IRENEEEE LIAT LANGKAH BRILIAN DARI BRO PANDJIIIIIII,0
"Berkah rezeki hari ini berkat ⭐𝗪𝗘𝗧𝗢𝗡𝟴𝟴,puji syukur!",1
sik iso ndelok lgsung neng kono meng seng ngarep,0
"Jakpot besar tiap main di 𝐃𝘖𝑅𝘈𝟽𝟩, bener-bener puas banget!",1
KAPAN RABI??,0
supir drone mantan Sumber Kencono...,0
Bang ke rumah akang mv ♥️,0
Gatotkaca Wirajaya lakon kesayangan Sri Sultan Hamengku Buwana IX,0
WEDEHHH,0
Sayang banget ini upload tapi udah crash😢,0
mending beli mie ayam,0
gua sih udah pasang alarm khusus buat jam gacor ALEXIS-17☯,1
"Cuma mau kasi masukan aja Bang, aku sering main di mandalika77 dan main disini sportif g selalu Rungkad bahkan sering dikasi menang",1
"𝖬𝖺𝗇𝗍𝗎𝗅𝗁0𝗄𝗂 aman, pembayaran bukan sekadar kata",1
"wede , gacir banget sih",1
𝐤𝐞𝐭𝐢𝐧𝐠𝐠𝐚𝐥𝐚𝐧 𝟒 𝐦𝐞𝐧𝐢𝐭,0
Maklum sudah pikun. 😂😂,0
"Up Up Up.....aku juga baru coba bang!! gacir juga sltnya ya di  mandalika77  , pantes rame kali yang comment. hahaha..",1
😂😂 kocak kalian,0
alexis 17 gk kalah hki trus maen,1
sipaling mana2 cok alexis17 hduh,1
Udah pada tau ⭐️𝑰𝑺𝑻𝑨𝑵𝑨𝑩𝑬𝑻17⭐️ belum? Nih akun fenomenal!,1
Sekolah aja udah ada ko sekolah drifter,0
"gue 𝘼𝙇𝙀𝙓𝙄𝙎17 aja , . beneran !",1
punya ank bayi yg nggk bisa antengg mending live streaming aja ya,0
Males banget ngeliatnya,0
akhirnyaa salam 𝗦𝗚𝗜𝟴𝟴 ! gampang jepe,1
FUFU FAFAAA ?,0
kapan mulai🗿,0
parah bener BADAK69 memberikan yang terbaik GACOR HABIS,1
"keren banget bang , salam jepe 𝐒 𝙂ｉ𝟖 𝟖",1
MASI LAMA YAAA PENGEN KESANA GAADA YG NGANTERRRR UHUHUHU,0
selamat ulang tahun Jogja..Jogja memang istimewa..😍 pengen nonton tapi aku di Kalimantan..🥺 tapi anak ku ada ikut meriahkan ultah Jogja..Mantrijeron semangat..🙏🙏,0
Petir merah di Gates bikin aku mekswin,1
temen gue ketagihan alexis17 .,1
 @AnggoroDps_9  joget dulu dong boy,0
"gacir banget , main 𝐒𝐆𝐈𝟖𝟖",1
Umbulharjo hadirr,0
"Baru coba, lgsng jepe pertama kali",1
GD emang ngga pernah gagal buat bangun mobil sih,0
Di komen IG sampe ada yang reply “lu juga gak ngerti ✧𝙋𝙐𝙇𝘼𝙐𝙒𝙄𝙉✧ kan? gw kira cuma gw doang.”,1
mana nih mandalika77 pantes bnyk yg promoin gila gampang jp nya,1
Modif Mio karbu aja bang 🔥,0
░M𝑨 N 𝑼 𝑻88░ selalu jadi alternatif yang pas untuk menghidupi keluargaku,1
"gara-gara 𝓟𝓤𝓛𝓐𝓤𝓦𝓘𝓝 , grup wa kantor rame banget .",1
