Comment,comment_cleaned,label
Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu Auuuuuuuuuu,auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu auuuuuuuuuu,0
Tes,tes,0
Hahaha mamakmu janggutan.,hahaha mamakmu janggutan,0
Wualamak,wualamak,0
"""AUUUUUUUUUUUU"" 😂😂",auuuuuuuuuuuu,0
Anjir sama gua dulu di suruh2 gara# miskin,anjir sama gua dulu di suruh2 gara miskin,0
Anak solo bokap nyokap jawa😂😂😂😂😂😂😂😂😂😂😂,anak solo bokap nyokap jawa,0
4:14 perut nya ikutan nangis 😂😂 sorry bg,4 14 perut nya ikutan nangis sorry bg,0
Mamaku manusia,mamaku manusia,0
"""tunggu mas yang gebukin Mak Saya ya""😂😂😂",tunggu mas yang gebukin mak saya ya,0
Walid anjir,walid anjir,0
Sialan wkwwkkwkwk bkin ngakak,sialan wkwwkkwkwk bkin ngakak,0
Wala medan,wala medan,0
walid😂😂😂,walid,0
kok thumbnail nya jadi kyk buatan Ai😂,kok thumbnail nya jadi kyk buatan ai,0
Tapi Foto Raha emang asli😂,tapi foto raha emang asli,0
5:45 AU HAHAHAHA😂😂  KOCAK BANGET!!!!!!!!!!!!!,5 45 au hahahaha kocak bangetiiiiiiiiiiiii,0
"""Tunggu mas yang gebukin mak saya ya""😂😂",tunggu mas yang gebukin mak saya ya,0
emak sama bapak sama,emak sama bapak sama,0
Mukanya Raha di thumbnail kocak banget,mukanya raha di thumbnail kocak banget,0
ADA VIDIO BOKEP,ada vidio bokep,0
Rayap besi,rayap besi,0
Mak bawa bawa besi ya,mak bawa bawa besi ya,0
👍👍👍,,0
ABSOLUTE SATIRE,absolute satire,0
arwantoto miskin,arwantoto miskin,1
03:36 untung gak bikin ancur negara,o3 36 untung gak bikin ancur negara,0
memang anj$$$$$ 😅,memang anj,0
Keren bgt ide crita ny,keren bgt ide crita ny,0
kasian😢,kasian,0
wkwkwk,wkwkwk,0
Ibu dan anak yg tertukar,ibu dan anak yg tertukar,0
Kreatif bener dah konten g pasaran saya sangat terhibur,kreatif bener dah konten g pasaran saya sangat terhibur,0
buat  lagi bang ngakak bgt gue😂😂😂😂,buat lagi bang ngakak bgt gue,0
Gue banget,gue banget,0
hahahaha> kocak,hahahaha kocak,0
Haha GG 😂,haha gg,0
Kalok saya sih gak nongkrong lagi bang kalo buat becandaan terus. Cari kerja atau bangun diri lewat skill sih. Sama ada di posisi kekurangan tapi gak usah minder. Selama terus cari jalan keluar pasti bisa.,kalok saya sih gak nongkrong lagi bang kalo buat becandaan terus cari kerja atau bangun diri lewat skill sih sama ada di posisi kekurangan tapi gak usah minder selama terus cari jalan keluar pasti bisa,0
Wkwkwk ... mewakili bang...keren 👍,wkwkwk mewakili bang keren,0
"""Elu kan yang gebukin emak gw tadi?! "" Sampe 2 kali jir 😂😂😂",elu kan yang gebukin emak gw tadi i sampe 2 kali jir,0
Akal akalan barat😂😂,akal akalan barat,0
Kocak karena fakta 😂,kocak karena fakta,0
Minyu,minyu,0
"1:04 ""dah jahat gobl0k pula"" beh ngena banget kata katannya",1 o4 dah jahat goblok pula beh ngena banget kata katannya,0
"1:18 ""om dak bek dak bek"" Aktingnya kena bet cok😂😂",1 18 om dak bek dak bek aktingnya kena bet cok,0
Puncakk komedi mas yg gebukin emak gua,puncakk komedi mas yg gebukin emak gua,0
"Gak akan ada kesetaraan di pertemanan Miskin - Kaya. Kalau kita menempatkan diri setara dengan Orkay (bukan soal harta , tapi sikap dan attitude serta Candaan) pasti dibenci dan ujung ujung dibuang. Mereka si Kaya gak akan pernah mau dibercanda dengan si Miskin, tapi mereka habis habisan bercandain si Miskin yang berujung Miskin hanya tertawa karir.  Gue sedang ada di posisi si Miskin, cuma jadi bahan candaan dan skrg tersisihkan karena dlu gue berteman dengan si kaya tanpa melihat background dia jadi gue anggap bercanda setera dengan dia. Sekarang dia nyaman berteman dengan yang mengagung-mengagungkan dia yang dikerubungi sama penjilat.",gak akan ada kesetaraan di pertemanan miskin kaya kalau kita menempatkan diri setara dengan orkay bukan soal harta tapi sikap dan attitude serta candaan pasti dibenci dan ujung ujung dibuang mereka si kaya gak akan pernah mau dibercanda dengan si miskin tapi mereka habis habisan bercandain si miskin yang berujung miskin hanya tertawa karir gue sedang ada di posisi si miskin cuma jadi bahan candaan dan skrg tersisihkan karena dlu gue berteman dengan si kaya tanpa melihat background dia jadi gue anggap bercanda setera dengan dia sekarang dia nyaman berteman dengan yang mengagung mengagungkan dia yang dikerubungi sama penjilat,0
Ngakaakkkk sambil kayang😂😂😂😂😂😂,ngakaakkkk sambil kayang,0
😢 Bu ibunya keren sampe berkumis 😢,bu ibunya keren sampe berkumis,0
Dalamnya keren banget dan bagus banget terima kasih ya Faiz dan kawan-kawannya,dalamnya keren banget dan bagus banget terima kasih ya faiz dan kawan kawannya,0
Bagus banget,bagus banget,0
2:28 strike dapat paus🗿,2 28 strike dapat paus,0
Wkwkwkw 😂sumpaj ngegambarin ralitanya,wkwkwkw sumpaj ngegambarin ralitanya,0
",,😂😂😂😂😂😂😂😂",,0
"""Raha dari Solo""🗿 keingat seorang sales Mobil EsemPeh yang nyemplung ke gorong gorong lalu jadi Presiden Zimbabwe Tenggara 🤣🤣🤣",raha dari solo keingat seorang sales mobil esempeh yang nyemplung ke gorong gorong lalu jadi presiden zimbabwe tenggara,0
Penuh Sarkas 😂😂 wkwkwk lucu,penuh sarkas wkwkwk lucu,0
sama jir nama nya🗿,sama jir nama nya,0
Woy sapa ini yg bikin skrip wkwkwkw,woy sapa ini yg bikin skrip wkwkwkw,0
Lagian ngapain jg nongkrong 😅,lagian ngapain jg nongkrong,0
"Hasil vidio masih kurang baik bg, gas tingkat kn terus bg semoga semakin jaya",hasil vidio masih kurang baik bg gas tingkat kn terus bg semoga semakin jaya,0
Kampus biru mentereeeeng.,kampus biru mentereeeeng,0
"W pernah jadi tajir,   Dan pernah juga jadi fakir.  Alhamdulillah Jadi mengerti sifat dan sikap pertemanan.  Mana yang temenan betulan, atau becanda  Mana yang ledekan betulan, mana yang ledekan cuma sekedar candaan.",w pernah jadi tajir dan pernah juga jadi fakir alhamdulillah jadi mengerti sifat dan sikap pertemanan mana yang temenan betulan atau becanda mana yang ledekan betulan mana yang ledekan cuma sekedar candaan,0
"Laki-laki jangan jadi perempuan, perempuan juga jangan jadi laki-laki.",laki laki jangan jadi perempuan perempuan juga jangan jadi laki laki,0
Lanjutin cerita sopo jarwonya bang...seru banget .plisss😢😢,lanjutin cerita sopo jarwonya bang seru banget plisss,0
Wkkwkw😂,wkkwkw,0
Tolong durasinya di perpanjang lah,tolong durasinya di perpanjang lah,0
8:44 cuma bergabung 𝖙𝖔𝖕𝖆𝖘808 tidak akan membuat mu menjadi miskin,8 44 cuma bergabung topas8o8 tidak akan membuat mu menjadi miskin,0
"Kalau lu teman yang baik, mau bayarin teman lu karena dia ga punya uang... pasti ga bakal berprasangka buruk..",kalau lu teman yang baik mau bayarin teman lu karena dia ga punya uang pasti ga bakal berprasangka buruk,0
Anjirr ngakak coy😅,anjirr ngakak coy,0
😂 q kl plg miskin 😂 d tongkrongan aku manipulasi teman2 ku 😂,q kl plg miskin d tongkrongan aku manipulasi teman2 ku,0
goblok sedunia ga tuh😂,goblok sedunia ga tuh,0
knpa ga jadi bapa aja klo gamauu cukur kumis😂,knpa ga jadi bapa aja klo gamauu cukur kumis,0
Drama yg sngat mengkolorkan !! 😂😂😂,drama yg sngat mengkolorkan ii,0
Keren banget sih. Kurang dari 10 menit tapi bisa mengangkat banyak isu,keren banget sih kurang dari 1o menit tapi bisa mengangkat banyak isu,0
"Koruptor ratusan triliun hartanya ga disita, hanya keluar ratusan miliar untuk bayar petugas/hakim dan paling dihukum hanya 2-3tahun. keluarga pelaku korupsi masih bisa menikmati hasil korupsi, tapi ada presiden yg ga mau rampas aset pelaku hanya karena kasihan sama anak/keluarga pelaku. Aauuuuu",koruptor ratusan triliun hartanya ga disita hanya keluar ratusan miliar untuk bayar petugas hakim dan paling dihukum hanya 2 3tahun keluarga pelaku korupsi masih bisa menikmati hasil korupsi tapi ada presiden yg ga mau rampas aset pelaku hanya karena kasihan sama anak keluarga pelaku aauuuuu,0
GW BERASA NONTON KOMEDI STEPHEN CHOW wkwk,gw berasa nonton komedi stephen chow wkwk,0
thumbnailnya mirip anjing yg ada di film up yang bisa ngomong 😅,thumbnailnya mirip anjing yg ada di film up yang bisa ngomong,0
banyak referensi nya nih😂,banyak referensi nya nih,0
1:28 malah di grepe ajg 🗿,1 28 malah di grepe ajg,0
Gw paling miskin di tongkrongan tapi Alhamdulillah temen2 gw pada baik,gw paling miskin di tongkrongan tapi alhamdulillah temen2 gw pada baik,0
"Kimbek ,ini ke Medan arahnya ,nyolong besi😂",kimbek ini ke medan arahnya nyolong besi,0
WAW MAIN DI BIJIKONTOL777 DIJAMIN JADI MISKIN🤯,waw main di bijikontol777 dijamin jadi miskin,0
"Nonton konten May I See, rasa nonton MLI njir, full satir",nonton konten may i see rasa nonton mli njir full satir,0
8:16 masih dibahas anying wkwkw,8 16 masih dibahas anying wkwkw,0
5:30 lain dikit gk ngaruh😅,5 3o lain dikit gk ngaruh,0
3:24 raha ngalahin sanji,3 24 raha ngalahin sanji,0
botilingg,botilingg,0
Keren,keren,0
"Gue orang Medan ,dan gue gak pernah mencuri. Tapi gue tau yg suka nyolong besi dan nebar paku adalah orang Medan",gue orang medan dan gue gak pernah mencuri tapi gue tau yg suka nyolong besi dan nebar paku adalah orang medan,0
Keren uy 😂,keren uy,0
😂😂😂,,0
Intinya jgn MISKIN🤣🤣,intinya jgn miskin,0
Cok ngakak😂,cok ngakak,0
5:48  lucu bet Gweh:v😂😂,5 48 lucu bet gweh v,0
Di masjid pahala nya sungguh gacor,di masjid pahala nya sungguh gacor,1
😅😅😅😅,,0
bgst😂,bgst,0
"@MAYISEE anjir Sama semua ternyata. Btw, butuh tambahan orang gak. ??Serius nanya",amayisee anjir sama semua ternyata btw butuh tambahan orang gak serius nanya,0
Emak nya gak di kerok dulu kumis nya bang,emak nya gak di kerok dulu kumis nya bang,0
bola777 di jamin wd,bola777 di jamin wd,0
Seru jir banyak plot twist nya yang relate di indo semua wkwk😹,seru jir banyak plot twist nya yang relate di indo semua wkwk,0
Marsel si jual kemiskinan 😂,marsel si jual kemiskinan,0
6:39,6 39,0
6.39,6 39,0
"Info loker, butuh banget.",info loker butuh banget,0
Nyolong besi daerah mana bg 😂,nyolong besi daerah mana bg,0
Thumbnail mirip suat cover doujin 💀💀💀,thumbnail mirip suat cover doujin,0
"hidup pas2an di jakarta, jarang nraktir, makan apa adanya, beli barang cicil semaunya, gaji karyawan gaya hidup bos kantoran, punya relasi nggak bisa kasih solusi, emang ""kaya di jakarta "" itu sbnernya kek apa si lihat tu pejabat senior dari luar jakarta semua, ibaratnya kayak gini, ada imigran kaya yg byk bikin lapangan kerja, trus penduduk setempat pada seneng, mereka ikut, akhirnya lama2 kelamaan usaha makin maju, dan karyawan masih jd karyawan, bos tetap bos, tapi anehnya krn karyawan di jakarta itu banyak, umr naik, gaya hidup makin hedon, akhirnya byk karyawan kena scam, mereka  kena marketing yg seharusnya diperuntukkan untuk bos2 di jakarta, sampai akhirnya istilah kaya di jakarta untuk ""karyawan"" bukan untuk bos, mereka justru bisa lebih hedon dari bos2 yg ada di jakarta (dalam pengeluaran bulanan) kalau untuk koleksi mobil atau kebutuhan tersier tidak termasuk, krn gaya hidup tidak dilihat dai byk mobil,dll tapi cara kita makan,sedekah,ibadah,pengeluaran bulanan dsb",hidup pas2an di jakarta jarang nraktir makan apa adanya beli barang cicil semaunya gaji karyawan gaya hidup bos kantoran punya relasi nggak bisa kasih solusi emang kaya di jakarta itu sbnernya kek apa si lihat tu pejabat senior dari luar jakarta semua ibaratnya kayak gini ada imigran kaya yg byk bikin lapangan kerja trus penduduk setempat pada seneng mereka ikut akhirnya lama2 kelamaan usaha makin maju dan karyawan masih jd karyawan bos tetap bos tapi anehnya krn karyawan di jakarta itu banyak umr naik gaya hidup makin hedon akhirnya byk karyawan kena scam mereka kena marketing yg seharusnya diperuntukkan untuk bos2 di jakarta sampai akhirnya istilah kaya di jakarta untuk karyawan bukan untuk bos mereka justru bisa lebih hedon dari bos2 yg ada di jakarta dalam pengeluaran bulanan kalau untuk koleksi mobil atau kebutuhan tersier tidak termasuk krn gaya hidup tidak dilihat dai byk mobil dll tapi cara kita makan sedekah ibadah pengeluaran bulanan dsb,0
"gw paling miskin di tongkrongan sejak bapak gua kena masalah di tempat kerja, 5 tahun gua nunggu semuanya balik lagi, tapi hasilnya nihil, dan gua nyoba kerja serabutan nggak ada yang cocok karena di kamus kerabat2 gua semuanya harus pendidikan tinggi, dulu pernah ditawari kerja gaji 7 juta tapi gua tolak dengan alasan ingin bangun company sendiri, ternyata sampe sekarang nggak ada kesempatan lagi, kesempatan nggak datang 2 kali itu nyata bro buat kita yang nggak punya privillage apapun kondisi kita sekarang, semangat buat cari peluang pertama bor ingat ""kesempatan tidak datang dua kali itu nyata""",gw paling miskin di tongkrongan sejak bapak gua kena masalah di tempat kerja 5 tahun gua nunggu semuanya balik lagi tapi hasilnya nihil dan gua nyoba kerja serabutan nggak ada yang cocok karena di kamus kerabat2 gua semuanya harus pendidikan tinggi dulu pernah ditawari kerja gaji 7 juta tapi gua tolak dengan alasan ingin bangun company sendiri ternyata sampe sekarang nggak ada kesempatan lagi kesempatan nggak datang 2 kali itu nyata bro buat kita yang nggak punya privillage apapun kondisi kita sekarang semangat buat cari peluang pertama bor ingat kesempatan tidak datang dua kali itu nyata,0
udah yapping nya bang,udah yapping nya bang,0
Lah terus kerja apa skrg bang,lah terus kerja apa skrg bang,0
"mau dapat cuan terus? main di 𝐓𝐈𝐌𝟏𝟑𝟖 solusinya, gua baru wede 5jt ges modal 20rb doang",mau dapat cuan terus main di tim138 solusinya gua baru wede 5jt ges modal 2orb doang,1
Judul kutu buku bang,judul kutu buku bang,0
🤣🤣🤣,,0
Vidio full sarkas😂,vidio full sarkas,0
