Comment,comment_cleaned,label
𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 jadi rekomendasi karena terbukti bayar.,mantulh0k1 jadi rekomendasi karena terbukti bayar,1
"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 sangat cocok untuk member baru yang ingin mencoba peruntungan dengan aman, karena selain sistemnya jelas, pembayaran juga dilakukan dengan cepat dan terpercaya.",mantulh0k1 sangat cocok untuk member baru yang ingin mencoba peruntungan dengan aman karena selain sistemnya jelas pembayaran juga dilakukan dengan cepat dan terpercaya,1
"Main di 𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 terasa berbeda karena banyak pemain yang merekomendasikan, permainan gacor, dan proses pembayaran selalu rapi serta mudah diikuti.",main di mantulh0k1 terasa berbeda karena banyak pemain yang merekomendasikan permainan gacor dan proses pembayaran selalu rapi serta mudah diikuti,1
𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 konsisten dan terpercaya.,mantulh0k1 konsisten dan terpercaya,1
"Gabung di 𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 hari ini, rasakan pengalaman main yang aman, nyaman, dan terpercaya, dengan pembayaran yang lancar serta pelayanan yang responsif setiap saat.",gabung di mantulh0k1 hari ini rasakan pengalaman main yang aman nyaman dan terpercaya dengan pembayaran yang lancar serta pelayanan yang responsif setiap saat,1
𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 konsisten dan terpercaya.,mantulh0k1 konsisten dan terpercaya,1
𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 jadi rekomendasi karena terbukti bayar.,mantulh0k1 jadi rekomendasi karena terbukti bayar,1
𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 tidak neko-neko soal pembayaran.,mantulh0k1 tidak neko neko soal pembayaran,1
"𝐌𝐚𝐧𝐭𝐮𝐥𝐡𝟎𝐤𝟏 gacor, pelayanan jelas.",mantulh0k1 gacor pelayanan jelas,1
joko mirip itadori😀,joko mirip itadori,0
"2:15 Uleng adalah aku di kehidupan nyata, sering nyesel beli sarapan/makan siang/malam gak enak tapi harga mahal, tp tetep dimakan habis karena cuma itu makanannya😂😂",2 15 uleng adalah aku di kehidupan nyata sering nyesel beli sarapan makan siang malam gak enak tapi harga mahal tp tetep dimakan habis karena cuma itu makanannya,0
Bang bros???? Keliatan emang muka joko mukak candu bok3p,bang bros keliatan emang muka joko mukak candu bok3p,0
Terbaik gondrong ❤,terbaik gondrong,0
"Toubat nya main judi online di situs pentaslot admin nya iblis semua , manusia terkutuk keluarga nya labirin anak iblis",toubat nya main judi online di situs pentaslot admin nya iblis semua manusia terkutuk keluarga nya labirin anak iblis,0
Yyyyy😊❤😅😂😮😂,yyyyy,0
CARI VIPERTOTO,cari vipertoto,1
ANTB OFFICIAL  ＢＡＴＲＥ４Ｄ,antb official batre4d,1
SAMBIL NONTON SERU SAMBIL SPIN SPIN TIPIS TIPIS DI 🅑🅑🅒🅐➍🅓,sambil nonton seru sambil spin spin tipis tipis di bbcad,1
❤️🅑🅑🅒🅐➍🅓❤️ tuh tempatnya kayak ngerti aja apa yang dibutuhin pemain 😍,bbcad tuh tempatnya kayak ngerti aja apa yang dibutuhin pemain,1
"Mantap menghibur ,sukses slalu ya bro 🅑🅑🅒🅐➍🅓 👍👍👍👍👍",mantap menghibur sukses slalu ya bro bbcad,1
jangan lupa luang kan waktumu ke 𝕓𝕓𝕔𝕒𝟜𝕕 jaminnn mantapp,jangan lupa luang kan waktumu ke bbca4d jaminnn mantapp,0
"Gak harus modal gede, yang penting hoki mainnya di ❤️🅑🅑🅒🅐➍🅓❤️ 😎",gak harus modal gede yang penting hoki mainnya di bbcad,1
"Nih tempat tuh bener-bener bikin nagih, tapi versi positifnya ❤️𝓫𝓫𝓬𝓪4𝓭❤️ 😄",nih tempat tuh bener bener bikin nagih tapi versi positifnya bbca4d,0
"Seru liat kolom komentar, semuanya pada dukung 🅑🅑🅒🅐➍🅓 !!",seru liat kolom komentar semuanya pada dukung bbcad ii,1
"Heboh bener, di semua platform rame soal 𝕓𝕓𝕔𝕒𝟜𝕕",heboh bener di semua platform rame soal bbca4d,0
Jadi pengen main 𝕓𝕓𝕔𝕒𝟜𝕕 dah 😂,jadi pengen main bbca4d dah,0
Nabilang nggak enak Bede hambar  Baru habis tong ji dasar,nabilang nggak enak bede hambar baru habis tong ji dasar,0
"Sangat mengedukasi, slot judi online itu penipuan",sangat mengedukasi slot judi online itu penipuan,0
1 memit liatin orang makan 😂,1 memit liatin orang makan,0
Jelek kali joko bah,jelek kali joko bah,0
Joko kayak saya d kehidupan nyata😢,joko kayak saya d kehidupan nyata,0
tolol,tolol,0
Joko best😂,joko best,0
Joko expresi dapat bangat😂,joko expresi dapat bangat,0
tapok mulut kao Leng.. gk enak tapi habis satu angkong,tapok mulut kao leng gk enak tapi habis satu angkong,0
Generasi murni tanpa judi 🔥,generasi murni tanpa judi,0
Ditunggu konten terbarunya bg,ditunggu konten terbarunya bg,0
"JAUHI JUDOL, gila & miskin kalian",jauhi judol gila miskin kalian,0
🤣🤣🤣🤣,,0
"Pompa ya kau joko, bekeringat fokus nyelot aja😂",pompa ya kau joko bekeringat fokus nyelot aja,0
"emang kombo maut itu mompa dan nyelot, gak kerasa duit sekarung jg abis 😅😅😅😅",emang kombo maut itu mompa dan nyelot gak kerasa duit sekarung jg abis,0
si Riko senang kali habis menang bsar di *_BUTUHWIN_* langsung beli motor baru dia nya..,si riko senang kali habis menang bsar di butuhwin langsung beli motor baru dia nya,0
Dijakarta udh ga ngaruh bang alesan mamak sakit 😢 kebanyakan dusta udh,dijakarta udh ga ngaruh bang alesan mamak sakit kebanyakan dusta udh,0
Masih setia bersama antb 😊,masih setia bersama antb,0
JAWA AIR😂,jawa air,0
kayaknya bukan karangan deh tapi kisah nyata😂,kayaknya bukan karangan deh tapi kisah nyata,0
"Ko banyak kali personal Antb makin kurus kulihat. Kebanyakn pompa, slot sama begadang kalian. Jangan sampe kena ciduk kalian semua",ko banyak kali personal antb makin kurus kulihat kebanyakn pompa slot sama begadang kalian jangan sampe kena ciduk kalian semua,0
"bukan judi aja Joko, pompa pun bisa bikin hancur.",bukan judi aja joko pompa pun bisa bikin hancur,0
main dimana itu bang ? barusan aku main di PONSEL69 Lagi gacor bang coba aja,main dimana itu bang barusan aku main di ponsel69 lagi gacor bang coba aja,1
"Herannya kalo minjem uang buat hal yg positif susah kali dapetnya,tapi kalo untuk judol dll yang negatif enak kali dapetnya.",herannya kalo minjem uang buat hal yg positif susah kali dapetnya tapi kalo untuk judol dll yang negatif enak kali dapetnya,0
Si kribo itu kek nya gak akting itu,si kribo itu kek nya gak akting itu,0
"ya allah,kejadian ny sama semua seperti ku mulai dri judol,ke pinjol truss bingung ntah kemana,alhamdulillah 3 bulan belakngan bisa ngelunasin hutang"" dan jadi yg lebih baik di tahun yg baru ini😊",ya allah kejadian ny sama semua seperti ku mulai dri judol ke pinjol truss bingung ntah kemana alhamdulillah 3 bulan belakngan bisa ngelunasin hutang dan jadi yg lebih baik di tahun yg baru ini,0
😂😂😂😂😂😂😂😂 tolol,tolol,0
"Gak enak tapi habis juga tu makanan,,koncet""🗿",gak enak tapi habis juga tu makanan koncet,0
Realita anak bangsa,realita anak bangsa,0
hah apa tdi? bang bross?,hah apa tdi bang bross,0
"Yang kek gini banyak2in, bang. Biar sadar yang mereka2 itu. Capek kali ngingetinnya gak sadar2nya.  Asik pinjam uang aja terus. Gak dikasih, marah. Kesal. Putus pertemanan.",yang kek gini banyak2in bang biar sadar yang mereka2 itu capek kali ngingetinnya gak sadar2nya asik pinjam uang aja terus gak dikasih marah kesal putus pertemanan,0
teman apa elu sendiri bng yang kek gitu wk?,teman apa elu sendiri bng yang kek gitu wk,0
@Fluxxxy-h6p  🙁,afluxxxy h6p,0
Kalo bisa cewek asli bos,kalo bisa cewek asli bos,0
"Cocok kali si Joko ni jadi korban slot dari tampangnya emang orang2 susah , miskin tapi hobi judol sangat mendukung 😂😂😂😂😂",cocok kali si joko ni jadi korban slot dari tampangnya emang orang2 susah miskin tapi hobi judol sangat mendukung,0
aku suka konten2 yang mendidik terutama mengedukasi orang tentang bahaya JUDOL. bukan makin kaya malah makin miskin dan menambah masalah. bahaya narkoba juga bosq dan bahaya pinjol,aku suka konten2 yang mendidik terutama mengedukasi orang tentang bahaya judol bukan makin kaya malah makin miskin dan menambah masalah bahaya narkoba juga bosq dan bahaya pinjol,0
Bang mana koq stang Mio ga ada,bang mana koq stang mio ga ada,0
Bg aku orang medan tirtosari medan tembong🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏,bg aku orang medan tirtosari medan tembong,0
2.07 katanya hambar malah dimakan🤣🤣,2 o7 katanya hambar malah dimakan,0
Kirim no rek nya ke bank bros bah (bangbros) bagi yg paham aja😂,kirim no rek nya ke bank bros bah bangbros bagi yg paham aja,0
Bokkep,bokkep,0
Hati2 pompa bisa membawa terjerumus ke judol,hati2 pompa bisa membawa terjerumus ke judol,0
Syaril ko gak pernah gabung ANTB bang gondrong,syaril ko gak pernah gabung antb bang gondrong,0
"Si agung ini kalo peran jadi cewek cakep juga, tinggal dikasi tete palsu aja 😂",si agung ini kalo peran jadi cewek cakep juga tinggal dikasi tete palsu aja,0
anjing relate x bah sama kehidupan ku yg kemarin crita nya ini,anjing relate x bah sama kehidupan ku yg kemarin crita nya ini,0
bankbross ahh,bankbross ahh,0
Joko ini anaknya Temon gk sih? Mirip loh,joko ini anaknya temon gk sih mirip loh,0
Gwe aja habis rngkd bgt*t,gwe aja habis rngkd bgt t,0
Salam dari Tangerang abangkuh.,salam dari tangerang abangkuh,0
Rek nya d bang bros 😂😂,rek nya d bang bros,0
😂😂😂,,0
"Uleng , kiting asik sii 😅😅😅",uleng kiting asik sii,0
lucuuuuuuuuuuuu❤❤❤❤❤❤❤krennnnnnnn,lucuuuuuuuuuuuukrennnnnnnn,0
Akun Fufu Fafa meresahkan🗿,akun fufu fafa meresahkan,0
"Memang beban sekali Gambler Judol ini, meresahkan smua orang 😵 paling kasihan itu adalah keluarga dari Gambler ini 😟",memang beban sekali gambler judol ini meresahkan smua orang paling kasihan itu adalah keluarga dari gambler ini,0
Amri mna,amri mna,0
Dari pertama gua ngfans sama abay,dari pertama gua ngfans sama abay,0
Makan jgn ngecap2 gitu kau leng,makan jgn ngecap2 gitu kau leng,0
OLXTOTO - Bandar Togel Online Pilihan Terbaik Pemula Super Lengkap,olxtoto bandar togel online pilihan terbaik pemula super lengkap,1
Bola crot 😂😂😂😂,bola crot,0
Salam Dari Batang Toru Tapanuli Selatan Sumatra Utara Bg 🙏,salam dari batang toru tapanuli selatan sumatra utara bg,0
"Tersindirnya aku dibuat abang abang ini, ingat ya kawan kawan, kemenangan terbesar kita adalah saat kita bisa berhenti dari judi ❤❤❤",tersindirnya aku dibuat abang abang ini ingat ya kawan kawan kemenangan terbesar kita adalah saat kita bisa berhenti dari judi,0
Kangen amri syaril,kangen amri syaril,0
Lengah dikit otw 400 sescreber,lengah dikit otw 4oo sescreber,0
Real gara gara judi gajelas hidupku makan gak teratur,real gara gara judi gajelas hidupku makan gak teratur,0
agak cerahin bang tone videonya,agak cerahin bang tone videonya,0
Kantor nya di ringroad ini. Dekat mekdi.,kantor nya di ringroad ini dekat mekdi,0
J7DI HANYA MENGUNTUNGKAN DAN KAYAKAN MATA SEPET,j7di hanya menguntungkan dan kayakan mata sepet,0
8:54  Cantik pulak awak nengok pakai kerudung jilbab. Cantik manis jelita gitu,8 54 cantik pulak awak nengok pakai kerudung jilbab cantik manis jelita gitu,0
Gila ah. Potonya joko jadi mampir sini.  Jelek pembawa berkas ya,gila ah potonya joko jadi mampir sini jelek pembawa berkas ya,0
Durasi nya d panjang'in bosku,durasi nya d panjang in bosku,0
Anjirrr jawa airrr😅,anjirrr jawa airrr,0
"Makin besar judol peredaran duit di masyarakat makin berkurang.. Uang masuk ke luar negeri semua.. Mari ingatkan tuk semua bang.. Yg kena efeknya para pedagang"" sekitar",makin besar judol peredaran duit di masyarakat makin berkurang uang masuk ke luar negeri semua mari ingatkan tuk semua bang yg kena efeknya para pedagang sekitar,0
Judi teros klian bin*tang,judi teros klian bin tang,0
Si Joko gak pernah stand up ya,si joko gak pernah stand up ya,0
Judi Kok setingan😂,judi kok setingan,0
"Amri, yasman sama syahril gak di ajak main lagi bg?",amri yasman sama syahril gak di ajak main lagi bg,0
"Bang, bang Amri kmna?",bang bang amri kmna,0
Cantek masok anak Langsa bah,cantek masok anak langsa bah,0
Gak ada syaril rada kurang,gak ada syaril rada kurang,0
buat film tema horor sekali2 bg,buat film tema horor sekali2 bg,0
kacau,kacau,0
Golongan orang tolol yaa penjudi. 😂,golongan orang tolol yaa penjudi,0
Ditunggu part berikut nya kak,ditunggu part berikut nya kak,0
Amri mna bang,amri mna bang,0
hadir kisaran Asahan,hadir kisaran asahan,0
TF ke bank bross bah,tf ke bank bross bah,0
Mana Amri,mana amri,0
Wah ada bocil😂,wah ada bocil,0
Amri sama yusril kok ga pernah nmpak lgi ya?,amri sama yusril kok ga pernah nmpak lgi ya,0
Fufufafa bro bukan fufafa 😂😂,fufufafa bro bukan fufafa,0
Tangerang kota hadirrrrr❤,tangerang kota hadirrrrr,0
Soal nya seru kali bang qu coba durasinya yank lebih panjang,soal nya seru kali bang qu coba durasinya yank lebih panjang,0
Gindu aril dg amri..,gindu aril dg amri,0
"meati kena makan mau da bunyi ka,,ayooo",meati kena makan mau da bunyi ka ayooo,0
Realita sekali,realita sekali,0
Bang abay mirip Kurt cobain ahh😂😂,bang abay mirip kurt cobain ahh,0
Joko emang punya kembaran ya,joko emang punya kembaran ya,0
Kurang seru kalo gak ada kepiteng alaska😂😂,kurang seru kalo gak ada kepiteng alaska,0
Iya wkwkwk,iya wkwkwk,0
gud,gud,0
Gk enk gk ush di mkn juga bng ktanya gk enk,gk enk gk ush di mkn juga bng ktanya gk enk,0
Ampun nian emng dibuat slot nih. Hancur se hancur2 nya dibuat nya,ampun nian emng dibuat slot nih hancur se hancur2 nya dibuat nya,0
Input aja..scene makan uleng kelamaan lah. Jd hbs durasi nya .,input aja scene makan uleng kelamaan lah jd hbs durasi nya,0
Amri mn wee,amri mn wee,0
Logat medan tu gini bukan yg ngomong sok dibatak2kan kek di tv tu,logat medan tu gini bukan yg ngomong sok dibatak2kan kek di tv tu,0
2 gendut sama si tua tidak pernah kelihatan,2 gendut sama si tua tidak pernah kelihatan,0
BALIKKAN AMRI KAMI😢,balikkan amri kami,0
judi happy klu pas menangnya...suram klu kalah😂😂,judi happy klu pas menangnya suram klu kalah,0
Ok,ok,0
"Lanjut part 2 bang, seru kali bahas judol,, masih banyak orang goblok main judi, hancur kawan main judi gak ada orang kaya main judi kecuali bandar",lanjut part 2 bang seru kali bahas judol masih banyak orang goblok main judi hancur kawan main judi gak ada orang kaya main judi kecuali bandar,0
Di angkat dr kisah nyata,di angkat dr kisah nyata,0
🔥🔥🔥,,0
bahaya kali ya,bahaya kali ya,0
Rungkat lagi Joko ah😂,rungkat lagi joko ah,0
Joko mirip dengan kawan ku  Suryadinata persis kali gaya sm kelakuannya 😂,joko mirip dengan kawan ku suryadinata persis kali gaya sm kelakuannya,0
Buram pas si uleng bayyyy buram kali,buram pas si uleng bayyyy buram kali,0
"Amri mana bg, gak perna muncul lagi",amri mana bg gak perna muncul lagi,0
kamboja dia,kamboja dia,0
"Koncet la Uda kek sinetron pake bersambung, kentang kali nengok sialnya si joko",koncet la uda kek sinetron pake bersambung kentang kali nengok sialnya si joko,0
upload teruss lh bang biar ada kawan makan ku,upload teruss lh bang biar ada kawan makan ku,0
Mana amri sama mr p,mana amri sama mr p,0
Situsnya bukan bola crot tp Bomba138 gk percaya search googel,situsnya bukan bola crot tp bomba138 gk percaya search googel,0
Ambri mana bg,ambri mana bg,0
"Ternyata jalannya pnjudi sama ya , nasibku jg kek gini",ternyata jalannya pnjudi sama ya nasibku jg kek gini,0
Entah kenapa Logat Medan lebih enak di dengar 😂,entah kenapa logat medan lebih enak di dengar,0
Perpaduan melayu x batak lekku😅,perpaduan melayu x batak lekku,0
Kemaren jumpa kiteng di acara northmagz wkwkwk,kemaren jumpa kiteng di acara northmagz wkwkwk,0
"Hoop, video baru nih😃 Biasa favorit gua ilham abay, joel sama joko😂 uleng juga oke🤣",hoop video baru nih biasa favorit gua ilham abay joel sama joko uleng juga oke,0
yang di kamboja sibuk promosi yang di indonesia sibuk beresi 😂😂😂,yang di kamboja sibuk promosi yang di indonesia sibuk beresi,0
Jokoo jokoo😂,jokoo jokoo,0
"Jujur ni bg ham. Baru aja aku mau request tema ""JUDI"" utk mengingatkan kenkawan kita yg sudah diterinfeksi virus judi bg. Akhirnya dibuat ahh👍👍",jujur ni bg ham baru aja aku mau request tema judi utk mengingatkan kenkawan kita yg sudah diterinfeksi virus judi bg akhirnya dibuat ahh,0
"Sekali kali buat lah conten yg gk Lucu, ini Terhibur terus awk heheheheh",sekali kali buat lah conten yg gk lucu ini terhibur terus awk heheheheh,0
Kok gag ada si joel woe,kok gag ada si joel woe,0
Bola crot😅😂,bola crot,0
Akun fufufafa 🤣🤣🤣🤣,akun fufufafa,0
Ganti teros warna rambut itu ya pak jok 😅😅,ganti teros warna rambut itu ya pak jok,0
Ini si Joko emg dia peranin 2 atau dia kembar,ini si joko emg dia peranin 2 atau dia kembar,0
Bodoh kali pertanyaan kau.. ..,bodoh kali pertanyaan kau,0
Dia ada banyak sebenarnya,dia ada banyak sebenarnya,0
Mantap bang edukasi trus,mantap bang edukasi trus,0
Tambahkan scane : menang judi berjuta2 beli mobil dan rumah dll ( dalam mimpi ),tambahkan scane menang judi berjuta2 beli mobil dan rumah dll dalam mimpi,0
"Nusantara hadir,.antb sukses selalu",nusantara hadir antb sukses selalu,0
Di tunggu bang part2,di tunggu bang part2,0
Stopjudol,stopjudol,0
"Bg kawan mu ko gaji sesuai kan? jangan kek akun sebelah rintis sama2 tapi kawannya gak di gaji ,,malah kawannya yg gaji dia karena kerja di kedai mie",bg kawan mu ko gaji sesuai kan jangan kek akun sebelah rintis sama2 tapi kawannya gak di gaji malah kawannya yg gaji dia karena kerja di kedai mie,0
spil song siapa bang...?,spil song siapa bang,0
Gaji lah bg gak ko tengok Joko udah pake iphone😂,gaji lah bg gak ko tengok joko udah pake iphone,0
Sarapanngk enak tapi abes bersih 😂😂😂,sarapanngk enak tapi abes bersih,0
Emang kalau uda judi ini jadi manusia yang lupa diri.,emang kalau uda judi ini jadi manusia yang lupa diri,0
amri jarang keliatam bang?,amri jarang keliatam bang,0
"Aku org 🇲🇾 suka nonton ANTB,ARIF MUHAMMAD@MAK BETI & MAELL LEE bukan KALENG²@MANUSIA TERKUAT di bumi....aku suka konten kalian..lawak ada pengajaran,sering terhibur walaupun merapu,aku setia nonton kalian setiap kali ada cerita baru....terima kasih kalian kerna menghibur penonton....❤❤❤",aku org suka nonton antb arif muhammadamak beti maell lee bukan kaleng2amanusia terkuat di bumi aku suka konten kalian lawak ada pengajaran sering terhibur walaupun merapu aku setia nonton kalian setiap kali ada cerita baru terima kasih kalian kerna menghibur penonton,0
cek aja nama ku di google itu biar ga kayak joko kalah terus ,cek aja nama ku di google itu biar ga kayak joko kalah terus,0
Amri mna bos,amri mna bos,0
Saya hilang semua gara2 slot istri pun hilang😂😂,saya hilang semua gara2 slot istri pun hilang,0
"Spill bg siapa yang paling kuat depo di antara talent "" ANTB😂",spill bg siapa yang paling kuat depo di antara talent antb,0
Ko kualitas nya di gue cmn 240 yak,ko kualitas nya di gue cmn 24o yak,0
Mantap bang update setiap hari,mantap bang update setiap hari,0
Emang ada org main judi o libe sampai kayak gini ??,emang ada org main judi o libe sampai kayak gini,0
Durasi abgkuu,durasi abgkuu,0
Baru kejadian sama ku bg 8 juta ludes,baru kejadian sama ku bg 8 juta ludes,0
Ada ya nama pesawat jawa air ya jok😂😂😂,ada ya nama pesawat jawa air ya jok,0
Konten horor lagi bg,konten horor lagi bg,0
cengkareng hadir,cengkareng hadir,0
sering sering upload yang bang soal nya aku kalau makan sambil nonton vt abang,sering sering upload yang bang soal nya aku kalau makan sambil nonton vt abang,0
Halo sobat burung 😊,halo sobat burung,0
Rungkad Joko😂😂,rungkad joko,0
Tolong amri sama syahril bang 😢😢😢,tolong amri sama syahril bang,0
Justin biber jawa,justin biber jawa,0
"pesan video ini, jgn menuhankan judol wak😂😂",pesan video ini jgn menuhankan judol wak,0
Joko ulang sama Joel favorit aku x lucu x aku kalo liat Joel merengek kocak ngakak lah,joko ulang sama joel favorit aku x lucu x aku kalo liat joel merengek kocak ngakak lah,0
"Channel ini yang bikin seru klo gk tentang judi online, tukang maling dan ngomong kasar",channel ini yang bikin seru klo gk tentang judi online tukang maling dan ngomong kasar,0
Pukiii memang yakan 😂,pukiii memang yakan,0
Upload setiap hari durasi 1 jam .... pengemar berat ini,upload setiap hari durasi 1 jam pengemar berat ini,0
Mati muda kami semua,mati muda kami semua,0
Si sahril sama si caral kok nggak pernah nampak lagi ya ?,si sahril sama si caral kok nggak pernah nampak lagi ya,0
Fufufafa😂😂😂😂,fufufafa,0
"Gak enak gak enak, tapi bersih juga ya",gak enak gak enak tapi bersih juga ya,0
Rakus memang si ulang,rakus memang si ulang,0
Joko cuci dulu telapak kakimu Wak wkwkwkwk,joko cuci dulu telapak kakimu wak wkwkwkwk,0
Fix Pengalaman pemain judi sama semua 😂,fix pengalaman pemain judi sama semua,0
"Lelah seharian berladang di kebun akhirnya terobati, beta deng kawan-kawan dari kupang ikut menyaksikan tayangan ini🔥",lelah seharian berladang di kebun akhirnya terobati beta deng kawan kawan dari kupang ikut menyaksikan tayangan ini,0
Antb sering dengan teman judol wkwkw apakah karena di Medan udah darurat judol hahaha,antb sering dengan teman judol wkwkw apakah karena di medan udah darurat judol hahaha,0
Termasuk dirimu kan 😂😂,termasuk dirimu kan,0
Mantaps abang ku 😅. Bang kalo bisa durasi nya Panjang in ia wkwkkw 🤣,mantaps abang ku bang kalo bisa durasi nya panjang in ia wkwkkw,0
makin ganteng aja si joko,makin ganteng aja si joko,0
Kangen amri sama sarill😢,kangen amri sama sarill,0
Ganti sappamnya😅,ganti sappamnya,0
joko gajinya dobel ni pasti,joko gajinya dobel ni pasti,0
Saya Dari Malaysia suka lihat antb🎉,saya dari malaysia suka lihat antb,0
Op ada part2 ni😅 semangat bg🫡,op ada part2 ni semangat bg,0
Ditunggu ya sobat burung 😊,ditunggu ya sobat burung,0
