Comment,comment_cleaned,label
@martinprojects9947 hmm ya kita juga ga boleh asumsi dong kalau cewe2 itu gajinya lebih rendah dari yang disebutkan? kenapa ngamuk kalau kita juga ga tau dibalik layar si cewe itu seperti apa? 🤔,amartinprojects9947 hmm ya kita juga ga boleh asumsi dong kalau cewe2 itu gajinya lebih rendah dari yang disebutkan kenapa ngamuk kalau kita juga ga tau dibalik layar si cewe itu seperti apa,0
Jangan pacaran ya geys untuk muslim,jangan pacaran ya geys untuk muslim,0
Gaji gw aja blom nyampe segitu 😢,gaji gw aja blom nyampe segitu,0
anjrit 47jt😂😂,anjrit 47jt,0
nipada makan sekali sehari kah?,nipada makan sekali sehari kah,0
"ga mngkin smua ny di spill lah, itu aj ud hmpir 50jt",ga mngkin smua ny di spill lah itu aj ud hmpir 5ojt,0
"Udah lama gak liat channel ini. Tapi yg paling berubah kayanya ponco. Jadi lebih sehat nadannya,mukanya bersih juga.",udah lama gak liat channel ini tapi yg paling berubah kayanya ponco jadi lebih sehat nadannya mukanya bersih juga,0
Faiz closing bete amat 😂,faiz closing bete amat,0
"1 tahun: Iyo :144Jt Raha :197Jt Ponco :92Jt Fais :570Jt Boy :76Jt Kira"" berapa ya Pendapatan Mereka??",1 tahun iyo 144jt raha 197jt ponco 92jt fais 57ojt boy 76jt kira berapa ya pendapatan mereka,0
Gile ya orang biasa dikota pengeluaran gede banget ya gimana yg kaum atas,gile ya orang biasa dikota pengeluaran gede banget ya gimana yg kaum atas,0
"tok tok tok, orang pajak dateng",tok tok tok orang pajak dateng,0
topp,topp,0
Isss tolong spill lu asli nya kerja apa weyyy😢,isss tolong spill lu asli nya kerja apa weyyy,0
Bang paiz gamungkin kerja utamanya full content creator ga sih,bang paiz gamungkin kerja utamanya full content creator ga sih,0
umr menangis meliat ini😢,umr menangis meliat ini,0
"jir gede juga pengeluarannya, semoga bisa ngikuti jejak hasilin uang dri ngonten semangat guys",jir gede juga pengeluarannya semoga bisa ngikuti jejak hasilin uang dri ngonten semangat guys,0
"Pas keluar cicilan KPR berapa, pasti minim gajinya 3 kali angsuran KPR 😌",pas keluar cicilan kpr berapa pasti minim gajinya 3 kali angsuran kpr,0
challenge 1 hari 50 ribu per orang coba bang,challenge 1 hari 5o ribu per orang coba bang,0
Kang pajak lewat :V,kang pajak lewat v,0
8:16 mi ayam aja komplit 🤣,8 16 mi ayam aja komplit,0
#pamer,pamer,0
#iri,iri,0
1:00 bang ponco bukannya pekerjaan Ibu Rumah Tangga 😂,1 oo bang ponco bukannya pekerjaan ibu rumah tangga,0
"Ga mungkin si dari yt aja penghasilan nya,pasti dari iklan² nya yg penghasilan besar",ga mungkin si dari yt aja penghasilan nya pasti dari iklan2 nya yg penghasilan besar,0
p,p,0
Gw yang penghasilan sejuta sebulan insecure melihat ini 😢,gw yang penghasilan sejuta sebulan insecure melihat ini,0
bng ponco member gym dimana bng,bng ponco member gym dimana bng,0
"Bjirr gua yang miskin aja kuota sebulan bisa 350rb'an.. Belum lagi bayar wifi sebulan 315rb ,, pokoknya sbulan itu bisa 4,3jt total smua pengeluaran.. Gaji perbulan 5,5jt",bjirr gua yang miskin aja kuota sebulan bisa 35orb an belum lagi bayar wifi sebulan 315rb pokoknya sbulan itu bisa 4 3jt total smua pengeluaran gaji perbulan 5 5jt,0
Bang pais harus nabung juga ya..,bang pais harus nabung juga ya,0
Nonton ampe abis makin minder gua bg :'),nonton ampe abis makin minder gua bg,0
EH AJG IYO BENERIN RAMBUT RAHA IYUH BGT AWOKAWOKAW ASUU 8:53,eh ajg iyo benerin rambut raha iyuh bgt awokawokaw asuu 8 53,0
Bang jangan lupa sedekah sama zakat bang biar berkah rezekinya dan semoga nular🙏🏼,bang jangan lupa sedekah sama zakat bang biar berkah rezekinya dan semoga nular,0
Youtubers wkwkwkkwkwk Bukan kerjakan  Hnya saja orng bodoh yng viewers subscribe like coba gk ada 🤣🤣🤣,youtubers wkwkwkkwkwk bukan kerjakan hnya saja orng bodoh yng viewers subscribe like coba gk ada,0
Seru banget anjir😂😂,seru banget anjir,0
"Ini lahh faktanya membuktikan Bray :Buat anak²muda Yg ngomong gk sesuai Kenyataan.!! Klo Ngomong nya selangit Jdi konten kreator lh ,maen Kripto lah.Usaha² setengah nipu/Full nipu . bikin Konten Motivasi lahh #TAAIIKKK . Anak muda yg ngomong KEK GITU KLO DIA NGOMONG bisa jadi Miliarder .DGN CARA AMAN N GAK NIPU ORG #TAAIIKK impossible Brayy.   1. Org² Yg jdi Miliarder(yg punya uang Ratusan Miliyar)No Utang. Rata² pasti Karna org tuanya Kaya duluan. 2. Faktor Privilege. 3. Kerja Keras. 4. Pantang menyerah. 5. Sabar itu Baru bisa,,Itupun Fifty-Fifty. Klo sdh sukses & Jdi Miliarder Umur dia lihat berapa Brayy Rata² 35thn keatas Bhkan 50thn Keatas.  Anak Muda U20+U30 THN Pengen jdi Miliarder ,Mau Jalur cepat' 1/2thn Emang Bisa??🤔  Bisa Brayy:Maen Lotre/Kripto Lu atau Nipu org Kaya??🤔🥴 Atau Maen Casino Sekalian :Jdi Miliarder bisa cepat jdi Gembel/Gila pun Cepat.🎭 #KESUKSESAN ITU BUTUH PROSES LUMAYAN LAMA B*S*T",ini lahh faktanya membuktikan bray buat anak2muda yg ngomong gk sesuai kenyataan ii klo ngomong nya selangit jdi konten kreator lh maen kripto lah usaha2 setengah nipu full nipu bikin konten motivasi lahh taaiikkk anak muda yg ngomong kek gitu klo dia ngomong bisa jadi miliarder dgn cara aman n gak nipu org taaiikk impossible brayy 1 org2 yg jdi miliarder yg punya uang ratusan miliyar no utang rata2 pasti karna org tuanya kaya duluan 2 faktor privilege 3 kerja keras 4 pantang menyerah 5 sabar itu baru bisa itupun fifty fifty klo sdh sukses jdi miliarder umur dia lihat berapa brayy rata2 35thn keatas bhkan 5othn keatas anak muda u2o u3o thn pengen jdi miliarder mau jalur cepat 1 2thn emang bisa bisa brayy maen lotre kripto lu atau nipu org kaya atau maen casino sekalian jdi miliarder bisa cepat jdi gembel gila pun cepat kesuksesan itu butuh proses lumayan lama bst,1
Judul sama isi konten nya keliru ya bang? 😂,judul sama isi konten nya keliru ya bang,0
"jgn ngomong kasar bg dosa, hanya mengingatkan",jgn ngomong kasar bg dosa hanya mengingatkan,0
"Pengen pengeluaran juga segitu, tpi penghasilan ku cuma 2,5 sbulan",pengen pengeluaran juga segitu tpi penghasilan ku cuma 2 5 sbulan,0
snail mucinn wkwkwk,snail mucinn wkwkwk,0
Ikut senyum seneng bisa menghidupi orang lain,ikut senyum seneng bisa menghidupi orang lain,0
Gila 47 jt brti gajian yt banyak bet ya,gila 47 jt brti gajian yt banyak bet ya,0
"Tinggal di lihat di soccialblade,",tinggal di lihat di soccialblade,0
Penghasilannya gak cuman dari YouTube.,penghasilannya gak cuman dari youtube,0
Spotify dan neflix 50ribu gimana cara belinya?,spotify dan neflix 5oribu gimana cara belinya,0
"content nya keren selalu, berkah selalu buat laki2 yang sedang berjuang",content nya keren selalu berkah selalu buat laki2 yang sedang berjuang,0
"Aku : IRT, anak 1, cicilan KPR subsidi. Gaji suami 5,3jt. Alhamdulillah 😂 ya begitulah...diayukuri aja.",aku irt anak 1 cicilan kpr subsidi gaji suami 5 3jt alhamdulillah ya begitulah diayukuri aja,0
Alhamdulillah LG nganggur nih bang KLO ada loker tanpa syarat kabari ya bang,alhamdulillah lg nganggur nih bang klo ada loker tanpa syarat kabari ya bang,0
Gw yang gaji umr menangis melihat ini😅,gw yang gaji umr menangis melihat ini,0
"Pengganguran cuma jadi parasit 😂  28 tahun aja sudah menjadi tulang punggung, lah gua 30 cuma jadi beban 🤡",pengganguran cuma jadi parasit 28 tahun aja sudah menjadi tulang punggung lah gua 3o cuma jadi beban,0
Ga skip iklan buat bantu bayar pengeluaran mereka 😂,ga skip iklan buat bantu bayar pengeluaran mereka,0
bismillah,bismillah,0
Tanggungan pais gokil. Apresiasi!,tanggungan pais gokil apresiasii,0
"karna vidio ini gw jadi pengen tau sebulan gw habis berapa ,pas gw ngitung di awal rokok sehari 10k kalo sebulan 300k lah, terus gw mikir lagi ""apa lagi ya"" . ternyata cuma itu pengeluaran gw sebulan😂",karna vidio ini gw jadi pengen tau sebulan gw habis berapa pas gw ngitung di awal rokok sehari 1ok kalo sebulan 3ook lah terus gw mikir lagi apa lagi ya ternyata cuma itu pengeluaran gw sebulan,0
Umur Brp lu,umur brp lu,0
Baju nya boy 😂,baju nya boy,0
Irul kemana,irul kemana,0
"Penghasilan Gw 860ribu sebulan, kerjaan sebagai Honorer Tendik di sekolah. Di bayar per 3 bulan sekali. Istri 1, anak Otw ke 2.",penghasilan gw 86oribu sebulan kerjaan sebagai honorer tendik di sekolah di bayar per 3 bulan sekali istri 1 anak otw ke 2,0
orng kreatif emng duitnya kenceng2 mantap lah mangat terus abang2 bikin kontennya semoga yg nonton ketularan jg haha,orng kreatif emng duitnya kenceng2 mantap lah mangat terus abang2 bikin kontennya semoga yg nonton ketularan jg haha,0
Kalian berlima seumuran ama gw anjing cuma bedanya gw pengangguran abadi,kalian berlima seumuran ama gw anjing cuma bedanya gw pengangguran abadi,0
emang lu nganggur?,emang lu nganggur,0
Ko raja lebih mahal ya prsaan lbh banyak Iyo?,ko raja lebih mahal ya prsaan lbh banyak iyo,0
2jt perbulan masih sering spinjam demi kirim ortu😭😭😭😭😭😭,2jt perbulan masih sering spinjam demi kirim ortu,0
Wajar sih.. listrik aja aku 1.5 jtan,wajar sih listrik aja aku 1 5 jtan,0
coba kalau net worth dong wkwkwk,coba kalau net worth dong wkwkwk,0
"singkat, padat, jangan menikah",singkat padat jangan menikah,0
itu pemasukan dari youtube semua bang? atau ada bisnis lain?,itu pemasukan dari youtube semua bang atau ada bisnis lain,0
"Sepertinya semakin banyak gaji yang diterima maka akan semakin banyak pengeluarannya. Gua gaji 1,5 jt perbulan kerja di RS di kediri  punya anak istri. Mantab jiwa... Ternyata penghasilan yg kita terima mau gak mau akan menyesuaikan gaya hidup kita",sepertinya semakin banyak gaji yang diterima maka akan semakin banyak pengeluarannya gua gaji 1 5 jt perbulan kerja di rs di kediri punya anak istri mantab jiwa ternyata penghasilan yg kita terima mau gak mau akan menyesuaikan gaya hidup kita,0
Garem wak😔,garem wak,0
11:55 lo,11 55 lo,0
"Kerjaan mereka bukan kerjaan formal ya jadi ga bs kalian head to head sm kerjaan formal yg biasa (head to headnya harus di posisi jajaran direksi bumn or pns golongan tinggi) tp kalo buat orang yg kerjaannya non formal kaya suami gw, gw related kok. Serius makin gede penghasilan itu bakal berbanding lurus sm pengeluaran so dua digit itu serius bakal ga berasa kalo kalian udah di posisi itu karena life style pasti otomatis naik. Based on my experience",kerjaan mereka bukan kerjaan formal ya jadi ga bs kalian head to head sm kerjaan formal yg biasa head to headnya harus di posisi jajaran direksi bumn or pns golongan tinggi tp kalo buat orang yg kerjaannya non formal kaya suami gw gw related kok serius makin gede penghasilan itu bakal berbanding lurus sm pengeluaran so dua digit itu serius bakal ga berasa kalo kalian udah di posisi itu karena life style pasti otomatis naik based on my experience,0
gaji pns aja kalah,gaji pns aja kalah,0
"Gilee bang faiz , sepuh sandwich generation",gilee bang faiz sepuh sandwich generation,0
"Itungan nya sih Iyok paling besar untuk diri nya sendiri, wow",itungan nya sih iyok paling besar untuk diri nya sendiri wow,0
"wagila seh, sehat"" terus mas faiz",wagila seh sehat terus mas faiz,0
tutor jadi karyawan may i see bang wkwkkw,tutor jadi karyawan may i see bang wkwkkw,0
"Harus mulai aware dengan investasi mas, untuk jaga2 mas tua",harus mulai aware dengan investasi mas untuk jaga2 mas tua,0
Yang halo nama gua boy editor may i see itu yang mana videonya dah😊,yang halo nama gua boy editor may i see itu yang mana videonya dah,0
"Kita berhasil ges. Kita telah menghidupi banyak keluarga dari nonton youtube doang. Sembah kita dlu gak sih, Mas Faiz dkk.???? Sembaaahhhhh!!! wkwkwkkwk",kita berhasil ges kita telah menghidupi banyak keluarga dari nonton youtube doang sembah kita dlu gak sih mas faiz dkk sembaaahhhhhiii wkwkwkkwk,0
"Gara gara konten ini gue baru ngitung juga pengeluaran gue selama sebulan, dan anjing banyak juga ternyata.",gara gara konten ini gue baru ngitung juga pengeluaran gue selama sebulan dan anjing banyak juga ternyata,0
rispeeeek poncooo..,rispeeeek poncooo,0
1:00 *kadang jadi wasit liga satu,1 oo kadang jadi wasit liga satu,0
Sukses terusss semua🎉,sukses terusss semua,0
"MAY I SEE berdiri dari 2017 (atau mungkin dibawah dari itu,idk) tapi kurang lebih diatas 7 tahun, konsisten ngonten, ga pernah pecah grupnya (member intinya) well deserved sih bisa punya pengeluaran kaya gitu. Dan yg pasti sampe ke tahap pengeluaran segitu tuh yaa ga sekali jadi, bertahap seiring dengan penghasilannya",may i see berdiri dari 2o17 atau mungkin dibawah dari itu idk tapi kurang lebih diatas 7 tahun konsisten ngonten ga pernah pecah grupnya member intinya well deserved sih bisa punya pengeluaran kaya gitu dan yg pasti sampe ke tahap pengeluaran segitu tuh yaa ga sekali jadi bertahap seiring dengan penghasilannya,0
"Gw jadi makin penasaran konten kreator/half, itu sirkulasi pendapatannya tuh gimana kok bisa pengeluaran doang segitu,",gw jadi makin penasaran konten kreator half itu sirkulasi pendapatannya tuh gimana kok bisa pengeluaran doang segitu,0
"Mantep2 pengeluarannya ya😮, Gua jg mau sharing, umur 25 income 8,000k. Pengeluaran tiap bulan makan buat ngantor 600k, jajan 500k, pacaran 1,300k, bensin+e money+parkir 550k, spotify 55k, netflix 65k, CC 500k, ziswaf 200k. Makan2 sm orang rumah 250-500k. Sisanya cemplungin bibit.   Alhamdulillah kaga ngekos, sm makan masih numpang ortu. Paling sm bayar wifi 350k aja. Jd memanfaatkan previledge ortu yg hanya bisa kasih pendidikan (bukan tanah,kos2an, mobil, dll). Tinggal kita nabung buat nikah dan beli rumah🎉🎉",mantep2 pengeluarannya ya gua jg mau sharing umur 25 income 8 oook pengeluaran tiap bulan makan buat ngantor 6ook jajan 5ook pacaran 1 3ook bensin e money parkir 55ok spotify 55k netflix 65k cc 5ook ziswaf 2ook makan2 sm orang rumah 25o 5ook sisanya cemplungin bibit alhamdulillah kaga ngekos sm makan masih numpang ortu paling sm bayar wifi 35ok aja jd memanfaatkan previledge ortu yg hanya bisa kasih pendidikan bukan tanah kos2an mobil dll tinggal kita nabung buat nikah dan beli rumah,0
"Penghasilanku sebagai pns tdk lebih dari pengeluaran IYO, bahkan blm 2 digit/bln, klo mw 2 digit nunggu gol min 3/c wkwkw. Masih nunggu 5 tahun lagi 😢😂😂  Tpi alhamdulillah gw udh berkluarga, udh punya 2 anak dan rumah di perkampungan tangsel",penghasilanku sebagai pns tdk lebih dari pengeluaran iyo bahkan blm 2 digit bln klo mw 2 digit nunggu gol min 3 c wkwkw masih nunggu 5 tahun lagi tpi alhamdulillah gw udh berkluarga udh punya 2 anak dan rumah di perkampungan tangsel,0
Bersyukur lu pns ketika dah gk kerja tetep dpt pesangon lah masih banyak yg gaji dibawah umr,bersyukur lu pns ketika dah gk kerja tetep dpt pesangon lah masih banyak yg gaji dibawah umr,0
"​@yorkDyniya bre, alhamdulillah",ayorkdyniya bre alhamdulillah,0
gw yg terjebak d umk 2jt an😢,gw yg terjebak d umk 2jt an,0
"Bersyukur bang, msh mending itu lu dapet gaji dn pekerjaan. diluar sana masih banyak yg belum dapat kerjaan. Semangat ya 🔥",bersyukur bang msh mending itu lu dapet gaji dn pekerjaan diluar sana masih banyak yg belum dapat kerjaan semangat ya,0
"Alhamdulillah, banyak rejeki, semoga banyak anak muda yg penghasilan nya mapan , semoga saya mengkuti jejak mas mas sekalian :D masih merintis sebagai pengajar dengan income 3 jutaan :D",alhamdulillah banyak rejeki semoga banyak anak muda yg penghasilan nya mapan semoga saya mengkuti jejak mas mas sekalian d masih merintis sebagai pengajar dengan income 3 jutaan d,0
Pengeluaranya setara tabunganku sembilan tahun,pengeluaranya setara tabunganku sembilan tahun,0
Gaji gc sampe tiga juta hadir,gaji gc sampe tiga juta hadir,0
Lu pikir lu udh hemat kan?!?? 😭😭😭,lu pikir lu udh hemat kan i,0
Gw yang cuma punya gaji 1.6 juta dan Alhamdulillah masi idup 😂,gw yang cuma punya gaji 1 6 juta dan alhamdulillah masi idup,0
gw aja gaji 2jt njir,gw aja gaji 2jt njir,0
"disini dah ketebak, berapa minimal ongkos tukang cukur harusnya di indo. ya 35rb/ cukur harusnya tukang cukur seindo kompak naikin harga. biar dari situ harga2 barang jasa naik, dan bisa hidup WAJAR. wajar ga si UmR 4 jt anjir. kerja buat makan doang suuu asu",disini dah ketebak berapa minimal ongkos tukang cukur harusnya di indo ya 35rb cukur harusnya tukang cukur seindo kompak naikin harga biar dari situ harga2 barang jasa naik dan bisa hidup wajar wajar ga si umr 4 jt anjir kerja buat makan doang suuu asu,0
