Comment,comment_cleaned,label
Perspektif kmren gmn?,perspektif kmren gmn,0
3:35 bungkus-bungkus aku dong nasi Padang gak tuh😂,3 35 bungkus bungkus aku dong nasi padang gak tuh,0
ekekkekekek,ekekkekekek,0
🅜🅔🅝🅨🅐🅛🅐 🅖🅔🅛🅞🅡🅐➍🅓 🅚🅤 🅢🅤🅚🅢🅔🅢 🅢🅔🅛🅐🅛🅤,menyalageloradkusuksesselalu,1
Anjirrrr awal yg membagongkan bahas parlay hahaa,anjirrrr awal yg membagongkan bahas parlay hahaa,1
Taksingdorrrr,taksingdorrrr,0
parlay parlayy😂,parlay parlayy,1
mantap bang,mantap bang,0
bang kapan akhir jabatan part VII?,bang kapan akhir jabatan part vii,0
Padli lagi 😂,padli lagi,0
"ITU 7 TIM, SAYA 9 TIM L1 WKWKWKW",itu 7 tim saya 9 tim l1 wkwkwkw,0
"Si kiting sok hebat kali perannya, ngajak-ngajak org suka-suka dia",si kiting sok hebat kali perannya ngajak ngajak org suka suka dia,0
6.19,6 19,0
"bg abay ijin lah aku yaa bg, aku ngikutin orang abg ini dari pemain lamaa dari masih sikit subscribe orangg abgg, tapi yaa bg ijin aku yaa bg kalo abg baca komen ku ini, sumpah bg gak sukak kali aku nengok sikiting ini, banyak kali perubahan nyaa, apa lagi di sketsa nyaa uih tak ada lagi lucu nyaa yg dulu masih lucu ijin bg bay 🙏🙏",bg abay ijin lah aku yaa bg aku ngikutin orang abg ini dari pemain lamaa dari masih sikit subscribe orangg abgg tapi yaa bg ijin aku yaa bg kalo abg baca komen ku ini sumpah bg gak sukak kali aku nengok sikiting ini banyak kali perubahan nyaa apa lagi di sketsa nyaa uih tak ada lagi lucu nyaa yg dulu masih lucu ijin bg bay,0
cuman kau lah itu yg gk suka.,cuman kau lah itu yg gk suka,0
Dari awal sampe akhir gak bosenin! Vibenya pas banget buat healing sambil login 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 😌,dari awal sampe akhir gak bosenini vibenya pas banget buat healing sambil login pst0t099,1
"Udah kontennya relate, pembawaannya juga santai. Cocok banget nemenin waktu 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵-an 😁",udah kontennya relate pembawaannya juga santai cocok banget nemenin waktu pst0t099 an,1
"Ini konten ringan tapi nagih! Kayak 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵, sekali buka langsung susah berhenti 😆🔥",ini konten ringan tapi nagihi kayak pst0t099 sekali buka langsung susah berhenti,1
Dari awal sampe akhir gak bosenin! Vibenya pas banget buat healing sambil login 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 😌,dari awal sampe akhir gak bosenini vibenya pas banget buat healing sambil login pst0t099,1
Tipe konten yang bikin “eh bentar lagi nonton” tapi keterusan 😅 sama kayak di 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 pas udah dapet pola cuan!,tipe konten yang bikin eh bentar lagi nonton tapi keterusan sama kayak di pst0t099 pas udah dapet pola cuani,1
"Gak nyangka kontennya seenak ini ditonton, sambil spin di ✌𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵✌ makin berasa santainya 😎🎥🎰",gak nyangka kontennya seenak ini ditonton sambil spin di pst0t099 makin berasa santainya,1
"Gak nyangka kontennya seenak ini ditonton, sambil spin di ✌𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵✌ makin berasa santainya 😎🎥🎰",gak nyangka kontennya seenak ini ditonton sambil spin di pst0t099 makin berasa santainya,1
"Kontennya keren banget! Santai tapi tetap dapet insight, kayak main 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵: enjoy tapi bisa cuan 😎",kontennya keren bangeti santai tapi tetap dapet insight kayak main pst0t099 enjoy tapi bisa cuan,1
"Ini konten ringan tapi nagih! Kayak 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵, sekali buka langsung susah berhenti 😆🔥",ini konten ringan tapi nagihi kayak pst0t099 sekali buka langsung susah berhenti,1
"Kontennya keren banget! Santai tapi tetap dapet insight, kayak main 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵: enjoy tapi bisa cuan 😎",kontennya keren bangeti santai tapi tetap dapet insight kayak main pst0t099 enjoy tapi bisa cuan,1
"Udah kontennya relate, pembawaannya juga santai. Cocok banget nemenin waktu 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵-an 😁",udah kontennya relate pembawaannya juga santai cocok banget nemenin waktu pst0t099 an,1
"Apapun topiknya, pembawaannya asik! Pas banget buat nemenin main ♛𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵♛ santai 😎🎰",apapun topiknya pembawaannya asiki pas banget buat nemenin main black queenpst0t099black queen santai,1
"Kontennya keren banget! Santai tapi tetap dapet insight, kayak main 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵: enjoy tapi bisa cuan 😎",kontennya keren bangeti santai tapi tetap dapet insight kayak main pst0t099 enjoy tapi bisa cuan,1
"Baru liat, tapi langsung betah nontonnya! Vibes-nya chill parah, kayak nongkrong di room 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 😂",baru liat tapi langsung betah nontonnyai vibes nya chill parah kayak nongkrong di room pst0t099,1
"Yang kayak gini nih bikin betah scroll lama. Konten oke, tinggal buka 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 biar makin komplit 🤙",yang kayak gini nih bikin betah scroll lama konten oke tinggal buka pst0t099 biar makin komplit,1
Kualitas kontennya makin naik! Kayak akun 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 yang tiba-tiba hoki terus 😆🔥,kualitas kontennya makin naiki kayak akun pst0t099 yang tiba tiba hoki terus,1
"Baru liat, tapi langsung betah nontonnya! Vibes-nya chill parah, kayak nongkrong di room 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 😂",baru liat tapi langsung betah nontonnyai vibes nya chill parah kayak nongkrong di room pst0t099,1
"Yang kayak gini nih bikin betah scroll lama. Konten oke, tinggal buka 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 biar makin komplit 🤙",yang kayak gini nih bikin betah scroll lama konten oke tinggal buka pst0t099 biar makin komplit,1
Kualitas kontennya makin naik! Kayak akun 𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵 yang tiba-tiba hoki terus 😆🔥,kualitas kontennya makin naiki kayak akun pst0t099 yang tiba tiba hoki terus,1
"Apapun topiknya, pembawaannya asik! Pas banget buat nemenin main ♛𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵♛ santai 😎🎰",apapun topiknya pembawaannya asiki pas banget buat nemenin main black queenpst0t099black queen santai,1
"Gaya penyampaiannya enak banget, gak ngebosenin. Sambil nonton ini, spin dikit di ✌𝗣𝗦𝗧𝟎𝗧𝟎𝟵𝟵✌ biar makin lengkap 🤭",gaya penyampaiannya enak banget gak ngebosenin sambil nonton ini spin dikit di pst0t099 biar makin lengkap,1
wak tukang sampahnya dari kemarin2 gak beres koncet,wak tukang sampahnya dari kemarin2 gak beres koncet,0
Siapa di sini nonton sambil mandi👇,siapa di sini nonton sambil mandi,0
Aku sambil berak,aku sambil berak,0
Maling pulak dirumah orang cacat😂,maling pulak dirumah orang cacat,0
Berdua itu cocok emang jadi tukang tagih 😂😂,berdua itu cocok emang jadi tukang tagih,0
Fadli .apaa .betul sok oke kau lama lama 😂😂😂😂,fadli apaa betul sok oke kau lama lama,0
ituu mukul satpamnya betulan bahh🤣🤣,ituu mukul satpamnya betulan bahh,0
"Bangkee Lu bg Am😂 dng Entengnya bilang ""Udh terlambat"" Pisahinnn Woi",bangkee lu bg am dng entengnya bilang udh terlambat pisahinnn woi,0
No skip ikhlan,no skip ikhlan,0
Barengan ngopi dan scroll 📍𝗕𝗘𝗥𝗞𝗔𝗛𝗦𝗟𝗢𝗧 tuh mood booster banget pagi ini ☕📱,barengan ngopi dan scroll berkahslot tuh mood booster banget pagi ini,1
Yudi pecah kekeh wkwkwk,yudi pecah kekeh wkwkwk,0
"Kok ngk di fullin aja bang, waah buat penasaran aja, yg episode Kepling Hadi jg blm ada kelanjutan",kok ngk di fullin aja bang waah buat penasaran aja yg episode kepling hadi jg blm ada kelanjutan,0
Makin gak lucu sejak banyak orang baru,makin gak lucu sejak banyak orang baru,0
🤣🤣🤣,,0
wkwkwk,wkwkwk,0
gamau banyak bacot gua bang nanti di kira sales wkwk gua cuman mau share situs ⚡ *TABUNG4D* ⚡ yang sering gua mainin itu gacor,gamau banyak bacot gua bang nanti di kira sales wkwk gua cuman mau share situs tabung4d yang sering gua mainin itu gacor,1
semangatt terus ya bang konten nya,semangatt terus ya bang konten nya,0
Jangan lupa jalak4D klen,jangan lupa jalak4d klen,1
MANTAP BG SEMANGAT TERUS,mantap bg semangat terus,0
Siapa disini yang nonton sambil berak?,siapa disini yang nonton sambil berak,0
Paling lucu si Fadli ku tengok pas di jumpai bg Ilham abay 😂😂,paling lucu si fadli ku tengok pas di jumpai bg ilham abay,0
Asik kali alur ceritanya mantap,asik kali alur ceritanya mantap,0
Bagus klen kurang²i lah nyanyi tu semak kali sumpah biseng kali ah,bagus klen kurang2i lah nyanyi tu semak kali sumpah biseng kali ah,0
denagn sempurna memberikan apa yang di inginkan 🔱 𝗠 𝗘 𝗩 𝗜 𝗨 𝗦 𝗧 𝗢 𝗧 𝗢🔱 selalu bisa jadi andalan,denagn sempurna memberikan apa yang di inginkan meviustoto selalu bisa jadi andalan,1
Kekuatan sejati ada saat kamu tetap tersenyum di tengah kesulitan 🔱 𝗠 𝗘 𝗩 𝗜 𝗨 𝗦 𝗧 𝗢 𝗧 𝗢🔱,kekuatan sejati ada saat kamu tetap tersenyum di tengah kesulitan meviustoto,1
KANGENN JOEELLLL LAHHH SOBAT BURUNGG😢,kangenn joeellll lahhh sobat burungg,0
Jadikan setiap kegagalan sebagai batu loncatan menuju kesuksesanmu 🔱 𝗠 𝗘 𝗩 𝗜 𝗨 𝗦 𝗧 𝗢 𝗧 𝗢🔱,jadikan setiap kegagalan sebagai batu loncatan menuju kesuksesanmu meviustoto,1
Jangan biarkan kegagalan hari ini menghalangi semangat esokmu 🔱 𝗠 𝗘 𝗩 𝗜 𝗨 𝗦 𝗧 𝗢 𝗧 𝗢🔱,jangan biarkan kegagalan hari ini menghalangi semangat esokmu meviustoto,1
Percaya pada proses dan nikmati setiap langkah menuju keberhasilan 🔱 𝗠 𝗘 𝗩 𝗜 𝗨 𝗦 𝗧 𝗢 𝗧 𝗢🔱,percaya pada proses dan nikmati setiap langkah menuju keberhasilan meviustoto,1
Tangerang lagi ni woy,tangerang lagi ni woy,0
Joel kok jarang tampil bang,joel kok jarang tampil bang,0
Pulang kampung dia,pulang kampung dia,0
Dc vs Akamsi.....😅😅😅,dc vs akamsi,0
Kangen Joel aku bg,kangen joel aku bg,0
hahaha😭🤣,hahaha,0
10:51  basmi lah or Bismillah ?,1o 51 basmi lah or bismillah,0
Fadli makin Paten aktingnya hahaha.,fadli makin paten aktingnya hahaha,0
YANG NUNGGU PART TERAKHIR (AKHIR JABATAN RT) KUMPUL SINI..,yang nunggu part terakhir akhir jabatan rt kumpul sini,0
Penting nya seragam resmi dan ID card saat bekerja 😅 *BTW saya  juga collector internal leasing 😅,penting nya seragam resmi dan id card saat bekerja btw saya juga collector internal leasing,0
Ngakak pas Yudi bilang emang ga enak kerjaan kayak gini. Wkwkwkwkwk  Dua orang debt collector tampangnya menjiwai banget 😂,ngakak pas yudi bilang emang ga enak kerjaan kayak gini wkwkwkwkwk dua orang debt collector tampangnya menjiwai banget,0
mau gamau yekan?😅,mau gamau yekan,0
joel uleng sma amri kmna😅,joel uleng sma amri kmna,0
buang aja kiting anjeng malas kali ada dia,buang aja kiting anjeng malas kali ada dia,0
"tambahin joel, amri, uleng. buang kiting",tambahin joel amri uleng buang kiting,0
Lanjutkan part terakhir akhir jabatannya,lanjutkan part terakhir akhir jabatannya,0
Kemana pergi si Joel ini gondrong ?,kemana pergi si joel ini gondrong,0
Yang nonton lagi berak aja gak😂,yang nonton lagi berak aja gak,0
Lepas dari tanggung jawab si gondrong😅😅😅,lepas dari tanggung jawab si gondrong,0
Kangen live yutub ah,kangen live yutub ah,0
Woy gondrong mana part terakhir akhir jabatannya,woy gondrong mana part terakhir akhir jabatannya,0
"Paok kau boi, tenang aja.. kalau gak kau aja bikin konten nya.. liat aja kenapa? Koncet",paok kau boi tenang aja kalau gak kau aja bikin konten nya liat aja kenapa koncet,0
lucu kali ini gk garing,lucu kali ini gk garing,0
Joko said : Maling Pula Dirumah Orang cacad 😅,joko said maling pula dirumah orang cacad,0
"ga ada harga diri satpam, di komplek ini ah 9:12",ga ada harga diri satpam di komplek ini ah 9 12,0
wkwkwkwkwk,wkwkwkwkwk,0
Koncet.ini konten gk bermutu lagi.alias gk lucu lagi...paok2,koncet ini konten gk bermutu lagi alias gk lucu lagi paok2,0
ada² si kiting ngeselin,ada2 si kiting ngeselin,0
Semangat,semangat,0
y,y,0
Betol?   Hahahaha,betol hahahaha,0
Sambil minum tst,sambil minum tst,0
8:06 karakter provokator Uda sangat melekat sama si agung 😂,8 o6 karakter provokator uda sangat melekat sama si agung,0
info bill kualifikasi pildun pad,info bill kualifikasi pildun pad,0
Bg lanjutkan lah episode akhir jabatan,bg lanjutkan lah episode akhir jabatan,0
"Belakangan ini liat acting nya kiteng kok cringe x ya, jadi menjijikan nonton nya setiap adegan ada dia.....",belakangan ini liat acting nya kiteng kok cringe x ya jadi menjijikan nonton nya setiap adegan ada dia,0
Please make Joel Purba a permanent player,please make joel purba a permanent player,0
"Gantung, ditambahin ending masuk penjara baru makin bagus",gantung ditambahin ending masuk penjara baru makin bagus,0
Lanjutan akhir jabatan kapan bg,lanjutan akhir jabatan kapan bg,0
Aku suka film antb sumpah sambil makan enak bangettt dahh lama ga ada vidio baru nya baru ini buat yah bang,aku suka film antb sumpah sambil makan enak bangettt dahh lama ga ada vidio baru nya baru ini buat yah bang,0
Pas.... Nonton sambil makan 😂.,pas nonton sambil makan,0
Tato luntur 🤣,tato luntur,0
"😂😂😂, lucu abissss",lucu abissss,0
"kemarin di pukul uban hari ini di pukul gondrong , asik di pukulii aja kau padli 🤣",kemarin di pukul uban hari ini di pukul gondrong asik di pukulii aja kau padli,0
Dicari counter nya gondrong selain bapak nya😂😂,dicari counter nya gondrong selain bapak nya,0
"jogja hadir, sering² post bangg",jogja hadir sering2 post bangg,0
joel kok gak ikut konten dia bang?,joel kok gak ikut konten dia bang,0
Pulang ke Jawa nya dia,pulang ke jawa nya dia,0
"Suka ngga nyambung, ceritanya, episode suka loncat-loncat Ngga jelas klean 😅😅",suka ngga nyambung ceritanya episode suka loncat loncat ngga jelas klean,0
"Izin bertanya abang2 ku, singkatan ANTB apa? 🙏",izin bertanya abang2 ku singkatan antb apa,0
Anak bangsa tanpa batas,anak bangsa tanpa batas,0
​@ftedits77Terima kasih informasi nya abang ku🙏,aftedits77terima kasih informasi nya abang ku,0
Abay n the bird,abay n the bird,0
@tejasandy9644 asliiiiii,atejasandy9644 asliiiiii,0
"صَلَّى اللهُ عَلَى مُحَمَّد (Shallallahu 'Alaa Muhammad)   Semoga kita semua diberikan hidayah oleh Allah dzat yang maha pengampun,  Dan semoga kita diberikan rezeki yg halal barokah dan berlimpah,  Dan tidak tergiur sedikit pun kepada yg haram😊😊",salwa llhu ala muhamwad shallallahu alaa muhammad semoga kita semua diberikan hidayah oleh allah dzat yang maha pengampun dan semoga kita diberikan rezeki yg halal barokah dan berlimpah dan tidak tergiur sedikit pun kepada yg haram,0
Batir madang,batir madang,0
Yg dulu nya gw nonton di tv sekarang suda bisa komentar,yg dulu nya gw nonton di tv sekarang suda bisa komentar,0
Muslim datang lagi sip sip,muslim datang lagi sip sip,0
1 jt subs giveaway pagar bang,1 jt subs giveaway pagar bang,0
debtcoll yg gondrong mirip sopo di adit sopo jarwo 😂😂😂,debtcoll yg gondrong mirip sopo di adit sopo jarwo,0
Jadi kemana lah itu kelanjutan dari Akhir Jabatan 🗣️,jadi kemana lah itu kelanjutan dari akhir jabatan,0
cobaa Kelen gantii trek audio video jadi suara inggris ngakak banget oii😅,cobaa kelen gantii trek audio video jadi suara inggris ngakak banget oii,0
woiii ndrong mana video akhir jabatan pak kep part 7,woiii ndrong mana video akhir jabatan pak kep part 7,0
"Bang am,kasih bocil tetap jadi kepling bang am.. karakter bocil uda pas bang am",bang am kasih bocil tetap jadi kepling bang am karakter bocil uda pas bang am,0
Maling pula di rumah orang cacat😂,maling pula di rumah orang cacat,0
Joel kok gak ada lagi😢,joel kok gak ada lagi,0
Joel balek kampung bg....,joel balek kampung bg,0
Paten penuh adegan yudi. Jadi ngakak😂😂😂😂😂😂😂😂😂😂,paten penuh adegan yudi jadi ngakak,0
Gasssss,gasssss,0
Belum makan belum nonton,belum makan belum nonton,0
betol??,betol,0
CEPAT TAMATKAN AKHIR JABATAN.,cepat tamatkan akhir jabatan,0
Wkkwkww...udah mau 2 bulan..,wkkwkww udah mau 2 bulan,0
Gondrong harus bertanggung jawab itu woi 🤣🤣🤣,gondrong harus bertanggung jawab itu woi,0
Uleng blom gabung lagi bang,uleng blom gabung lagi bang,0
Sibuk kuliah si uleng,sibuk kuliah si uleng,0
Tumben cepet durasinya bng,tumben cepet durasinya bng,0
Parlay 7 tim Alex Ferguson aja gak bisa nebak😂,parlay 7 tim alex ferguson aja gak bisa nebak,1
adir gengs😂,adir gengs,0
Omak ganteng kali yudi pake helm merah😂😂,omak ganteng kali yudi pake helm merah,0
"Oyyy, maulana nya kemana",oyyy maulana nya kemana,0
Kurasa si kiting kribo ini waria,kurasa si kiting kribo ini waria,0
joko dh nikah ya,joko dh nikah ya,0
Mantab asend bo gassss,mantab asend bo gassss,0
tembusin 1jt sc biar antb ini semangat bikin kontennya,tembusin 1jt sc biar antb ini semangat bikin kontennya,0
Kocak abisss nih antb keren bgt jalan ceritanya versi yg ini gokill👏👏🔥🔥🔥🔥🔥 lucu bikin sy tertawa terus setiap kali notif antb muncul video baru😅👍🔥,kocak abisss nih antb keren bgt jalan ceritanya versi yg ini gokill lucu bikin sy tertawa terus setiap kali notif antb muncul video baru,0
Koncet mana vidio hadi,koncet mana vidio hadi,0
Lanjutin akhir jabatan bg,lanjutin akhir jabatan bg,0
Di Tungging part 2 nya bag @antb 12:46,di tungging part 2 nya bag aantb 12 46,0
5:48 sekilas yang rambutnya gondrong mirip kali sama bapakku. Sama-sama muka garang 😂,5 48 sekilas yang rambutnya gondrong mirip kali sama bapakku sama sama muka garang,0
Pas bgt lagi makan,pas bgt lagi makan,0
https://youtube.com/shorts/QLhBoYZsaAI?si=L4Aetrx2NgBavsNx,https youtube com shorts qlhboyzsaai si l4aetrx2ngbavsnx,0
mantap kali BG gak pernah ketinggalan awak ABG ku kalau upload 🔥🔥,mantap kali bg gak pernah ketinggalan awak abg ku kalau upload,0
🎉🎉,,0
Joko jelek njjinkk,joko jelek njjinkk,0
Kebanyakan iklan KONTOL,kebanyakan iklan kontol,0
"Live lagi lah bang, show standup Bang abay kan udah selesai bisa lah live lagi ...",live lagi lah bang show standup bang abay kan udah selesai bisa lah live lagi,0
siapkan piring klen antb uda tayang,siapkan piring klen antb uda tayang,0
2:15 seperti ada suara tambahan,2 15 seperti ada suara tambahan,0
2:15 suara mol nya itu,2 15 suara mol nya itu,0
yang di tunggu tunggu🔥🔥,yang di tunggu tunggu,0
Pertama,pertama,0
"Iyaahhh, betul Wkwkwkw",iyaahhh betul wkwkwkw,0
Bang am. Lanjut episode akhir jabatan,bang am lanjut episode akhir jabatan,0
"Konten Yang Selalu Ditunggu2 Semangat Bang, Salam JP  𝐒𝐀𝐒𝐓𝐑𝐀𝟒𝐃 ! 🎯""",konten yang selalu ditunggu2 semangat bang salam jp sastra4d i,1
Baru join gak sampai sejam udah pecah maxwin 😭🎉GA 𝐑𝐔𝐃a 𝐇𝐎 KI⚡️,baru join gak sampai sejam udah pecah maxwin ga ruda ho ki,1
"Member baru✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟 nih, gak nyangka langsung dikasih hoki 😍",member baruga ruda ho ki nih gak nyangka langsung dikasih hoki,1
"Iseng daftar ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟, eh malah meledak 15jt,  bikin kaget 💎",iseng daftar ga ruda ho ki eh malah meledak 15jt bikin kaget,1
"Dari modal receh, hasilnya bikin kaget!❤️GA 𝐑𝐔𝐃a 𝐇𝐎 KI❤️",dari modal receh hasilnya bikin kagetiga ruda ho ki,1
"Member baru ✨GA 𝐑𝐔𝐃a 𝐇𝐎 Ki 🌟langsung jepe, fix sih bukan sekedar mimpi 😍🔥",member baru ga ruda ho ki langsung jepe fix sih bukan sekedar mimpi,1
❤,,0
kadol kadol,kadol kadol,0
Selalu hadir bg,selalu hadir bg,0
Siapa disini yang nonton sambil makan,siapa disini yang nonton sambil makan,0
Aku,aku,0
Iki pasti bos,iki pasti bos,0
Aku sambil berak,aku sambil berak,0
Klo aku nonton sambil ngentod bang,klo aku nonton sambil ngentod bang,0
"bukan makan aja, di wc pun ku tonton ni bang",bukan makan aja di wc pun ku tonton ni bang,0
iya cuman kau kok,iya cuman kau kok,0
Sambil kayang,sambil kayang,0
aku,aku,0
Ini lagi makan 😅,ini lagi makan,0
uwak kau,uwak kau,0
Aku,aku,0
Aku,aku,0
Hadir bang,hadir bang,0
Lagi berak,lagi berak,0
Baru siap,baru siap,0
Aku,aku,0
Me,me,0
Sama koncet,sama koncet,0
saya 🗿,saya,0
Hadir setiap mau makan hrus putar dlu walaupun sdah berapa kali nnton,hadir setiap mau makan hrus putar dlu walaupun sdah berapa kali nnton,0
Seandainya bisa komentar foto udh gw foto gw nonton sambil mkn😂,seandainya bisa komentar foto udh gw foto gw nonton sambil mkn,0
Sambil bokerr ✋,sambil bokerr,0
Gaje,gaje,0
Itu itu aja pun kau bilang,itu itu aja pun kau bilang,0
sambil makan sekeluarga besar,sambil makan sekeluarga besar,0
Aku kali la dekku,aku kali la dekku,0
Sambil ngews 🤚,sambil ngews,0
Aku nonton sambil berak😂😂,aku nonton sambil berak,0
"pasti aing wkwkwk perut kenyang, hati pun senang",pasti aing wkwkwk perut kenyang hati pun senang,0
Kalau aku sambil ngocok,kalau aku sambil ngocok,0
Woi​@HendroPpl123,woi ahendroppl123,0
Aku,aku,0
Sambil berak hadir,sambil berak hadir,0
saya,saya,0
☝🏻,,0
Aku bang,aku bang,0
samaa,samaa,0
Aku dek,aku dek,0
